"","cg03463446","cg17805199","cg11616676","cg10138044","cg22780260","cg19310653","cg03598020","cg14459193","cg14596064","cg27189155","cg13217322","cg14904079","cg05769889","cg20087134","cg18647570","cg07093748","cg09269759","cg23200218","cg02560310","cg00340855","cg16887064","cg20745261","cg25589803","cg15279186","cg20030796","cg01674530","cg07253510","cg12563898","cg14821713","cg18127922","cg05594525","cg02941135","cg08470320","cg26427044","cg14067446","cg14725388","cg05885546","cg11105563","cg03534180","cg13451048","cg26516006","cg10762038","cg15884436","cg11312462","cg02853470","cg00972313","cg16985117","cg15058545","cg08501497","cg23529669","cg16299636","cg26345401","cg22315903","cg05471411","cg20248774","cg05788267","cg16941122","cg16959863","cg09314803","cg11596241","cg03896585","cg07755528","cg22200330","cg03967521","cg11382091","cg07642754","cg10122776","cg18160691","cg00901585","cg25284031","cg17102042","cg06410591","cg14272780","cg13714834","cg22540552","cg22470465","cg23092527","cg09214323","cg02707840","cg24280297","cg27189973","cg16196713","cg22053720","cg25981350","cg06975395","cg25499044","cg06086267","cg03791164","cg02259802","cg15197657","cg24767698","cg00425213","cg07904447","cg06791912","cg00271390","cg17007597","cg12407526","cg04701618","cg24384430","cg23890469","cg25735490","cg20246424","cg00885747","cg06643951","cg02133819","cg24933625","cg22806431","cg15310800","cg11341440"
"DLB35",0.9566999,0.7481375,0.03679012,0.8883717,0.9011553,0.5701016,0.9431096,0.8427869,0.7723517,0.7151525,0.6951353,0.9146961,0.06915264,0.8728582,0.7395721,0.5822031,0.6474062,0.9118034,0.8131386,0.7923897,0.8836187,0.8874752,0.8451352,0.7526756,0.7142734,0.5551259,0.9472404,0.8366056,0.02568094,0.3543754,0.2420645,0.593219,0.7767928,0.1114616,0.9363246,0.7998868,0.5127603,0.8050215,0.8894379,0.5016596,0.8242912,0.881899,0.8810876,0.8663536,0.877647,0.791233,0.8680549,0.4607551,0.9281772,0.8937389,0.7781835,0.7150561,0.7857994,0.8999996,0.3410227,0.9321197,0.6008183,0.9256309,0.844249,0.8208583,0.94706,0.6028984,0.04216286,0.004011901,0.9495477,0.6855414,0.6355459,0.4286057,0.8620829,0.8066432,0.7233132,0.1543476,0.8825986,0.8165358,0.061486,0.8909432,0.9710252,0.7688534,0.8824297,0.01245983,0.1303225,0.003339695,0.6988271,0.5689927,0.967549,0.8539117,0.6292904,0.6889628,0.7190926,0.422435,0.8813981,0.7559096,0.03030524,0.7255611,0.9235394,0.8401175,0.8436164,0.6322726,0.07264111,0.3792594,0.9797847,0.8215084,0.9097764,0.7865727,0.8712506,0.1933099,0.6732009,0.9489147,0.8699917
"PD9",0.9594545,0.7329142,0.1219194,0.8360218,0.9232985,0.6266789,0.9336977,0.896603,0.8036946,0.8225493,0.7354404,0.9407446,0.07985915,0.8487457,0.7882563,0.5480276,0.6660652,0.8669335,0.8013245,0.8604696,0.7801904,0.9166191,0.9028969,0.80846,0.7524632,0.4821851,0.9285336,0.7775463,0.1015513,0.3598426,0.2073847,0.5316857,0.8815649,0.2780652,0.9536528,0.7932555,0.4587226,0.7916348,0.8532617,0.5077807,0.8215758,0.9161099,0.9297518,0.8328271,0.8794865,0.7416908,0.8555738,0.4856604,0.9380369,0.821745,0.8430485,0.7430261,0.8265383,0.8899105,0.3430737,0.9527326,0.6468841,0.8780518,0.7273427,0.8710979,0.9558929,0.5626346,0.02825885,0.01386296,0.9733823,0.7116421,0.5709969,0.4077286,0.8580204,0.7971739,0.7714587,0.1651835,0.8915268,0.8956815,0.1773794,0.8995502,0.9535792,0.7267418,0.8921571,0.01509165,0.10477,0.02112269,0.7070031,0.5502501,0.966003,0.8357234,0.5933987,0.7053796,0.7695244,0.384263,0.948499,0.8790657,0.03110689,0.6963746,0.9475052,0.8632998,0.7839982,0.7612955,0.1269793,0.3549777,0.9794661,0.890764,0.9108279,0.8379003,0.9228223,0.2813777,0.640979,0.9046211,0.8782
"CTRL79",0.9695765,0.6494602,0.02622651,0.9017182,0.9421531,0.5326535,0.9222764,0.8498877,0.7756855,0.8026554,0.7315674,0.9502789,0.0635768,0.8651155,0.8182412,0.5018123,0.6127491,0.9202616,0.8716076,0.8165647,0.8009236,0.910083,0.8670369,0.7882484,0.7296802,0.4976918,0.9302654,0.732652,0.01527596,0.3612014,0.242676,0.4963456,0.7623169,0.167458,0.9294514,0.7727965,0.5404544,0.7545319,0.8585624,0.4753553,0.850955,0.8907715,0.9540331,0.9155943,0.8680213,0.763871,0.8559994,0.2861538,0.9679764,0.851823,0.8089202,0.6995911,0.8506898,0.9463912,0.3045657,0.9074051,0.642882,0.9166238,0.8319775,0.8033911,0.9644255,0.5320467,0.03242127,0.003315874,0.9777462,0.736938,0.5910339,0.3315505,0.9023263,0.8286975,0.7280964,0.05083902,0.8828183,0.873015,0.0984397,0.8937976,0.9424466,0.7058151,0.9560951,0.01852042,0.04592458,0.006684492,0.7008481,0.5795702,0.9746744,0.8856186,0.6989028,0.6682774,0.696051,0.3670023,0.8749536,0.7710219,0.02666043,0.6721906,0.9639333,0.8652324,0.9157482,0.6677572,0.05708862,0.3128707,0.9865349,0.8534303,0.8999609,0.8636319,0.9249446,0.1218928,0.6669442,0.9320891,0.9142346
"PDD61",0.979477,0.7471504,0.07472717,0.7875974,0.8698382,0.5778091,0.9264504,0.8188884,0.6821591,0.7067088,0.6970484,0.8871357,0.06277805,0.8156537,0.7588677,0.5669544,0.683099,0.8648351,0.8058065,0.7875492,0.8372099,0.8585014,0.8120792,0.7085846,0.7107013,0.6152728,0.9506598,0.8945333,0.08119843,0.3302314,0.2668828,0.5659868,0.7353065,0.1482388,0.9328542,0.6831103,0.4694399,0.8143944,0.9162975,0.5232193,0.6683678,0.8813882,0.8991487,0.8655715,0.8509931,0.713712,0.8462108,0.494952,0.9400222,0.9082822,0.8526114,0.6828436,0.7826795,0.9049993,0.3214567,0.9381578,0.6378997,0.898322,0.8543764,0.8035887,0.9374829,0.629155,0.02700325,0.005520044,0.9622413,0.6783537,0.5779741,0.419117,0.7993217,0.8485423,0.7670092,0.1635691,0.8625773,0.8488486,0.06263856,0.9004477,0.9608563,0.784444,0.9297277,0.01566976,0.1307108,0.006638343,0.6872813,0.5281782,0.983715,0.8575164,0.724161,0.6644883,0.6623814,0.4279396,0.8803431,0.6933422,0.02887044,0.729462,0.9159631,0.7957593,0.7791036,0.5421078,0.0463504,0.3615944,0.9746602,0.7680837,0.8935215,0.7788805,0.8773493,0.2023302,0.6871729,0.9159185,0.8694523
"PD56",0.9686607,0.7375038,0.05666829,0.8638833,0.8878852,0.5687368,0.927762,0.8554986,0.7660106,0.7343305,0.7267374,0.9208049,0.06670886,0.8635779,0.8310213,0.5665168,0.6707427,0.881231,0.8931303,0.917976,0.8709568,0.9058305,0.9029779,0.7578297,0.7205998,0.5413819,0.9636514,0.8318072,0.01523597,0.3318562,0.2212142,0.5712342,0.8192898,0.142032,0.9431054,0.7265559,0.4393931,0.8076651,0.8985593,0.4882196,0.7438745,0.861327,0.9146843,0.8833068,0.8878994,0.7404113,0.8936217,0.4027882,0.9548862,0.8901864,0.8810973,0.6940067,0.8058611,0.9034456,0.2397062,0.9481547,0.6520888,0.9338207,0.8195642,0.8426467,0.9473257,0.5700042,0.01535491,0.003397604,0.9741942,0.6674682,0.6244827,0.43716,0.8666598,0.8301149,0.7052436,0.08017141,0.9124008,0.9096925,0.07446513,0.8964887,0.97828,0.7853076,0.9427438,0.01372525,0.08354792,0.005284983,0.6789165,0.5615543,0.9794711,0.92188,0.7864478,0.7219788,0.7489191,0.4286623,0.8841108,0.7814829,0.03155934,0.7203112,0.9628887,0.8585955,0.8250331,0.5042553,0.09275614,0.4421749,0.9833847,0.8468844,0.9248541,0.8037533,0.8529389,0.1724723,0.7078094,0.9605125,0.8953304
"CTRL55",0.9722876,0.7523977,0.05477305,0.9078163,0.9114716,0.4915558,0.9085184,0.8006342,0.7500178,0.7640563,0.7234921,0.9050749,0.04741997,0.8991165,0.7222107,0.5194108,0.6687692,0.8639576,0.8460134,0.7793996,0.8349793,0.8768687,0.8003934,0.7764645,0.6674276,0.582343,0.9409233,0.8699216,0.07772063,0.3664702,0.2513659,0.542736,0.7712615,0.1776451,0.963393,0.7623771,0.4630444,0.8654449,0.9461424,0.5008057,0.8145687,0.8052835,0.9217574,0.8729149,0.831383,0.6389904,0.8191273,0.4665972,0.9520663,0.8887843,0.8631092,0.6347644,0.8340452,0.8982794,0.311164,0.9466402,0.5765857,0.893966,0.9147192,0.8382279,0.9631574,0.5380631,0.03585457,0.001347978,0.9511473,0.6385378,0.4484756,0.4080552,0.8359847,0.8200644,0.727486,0.1155182,0.9074016,0.912025,0.1769864,0.8821534,0.9761581,0.821423,0.9427495,0.01240709,0.1579353,0.001485884,0.6549523,0.4650995,0.9601757,0.8190675,0.5907013,0.6192101,0.7493911,0.4642842,0.8922945,0.7718349,0.02804819,0.6749671,0.8854885,0.7889159,0.8569559,0.6581317,0.0738566,0.3635876,0.9805767,0.802171,0.9424684,0.8323292,0.8487359,0.2223556,0.61912,0.9216823,0.8582173
"CTRL37",0.964036,0.5609958,0.04269457,0.8877825,0.9416772,0.5073465,0.9566101,0.7736117,0.8944842,0.7085928,0.7629072,0.9544222,0.1174832,0.8211729,0.8084532,0.5324585,0.6883908,0.9169102,0.826541,0.8974935,0.7423997,0.8972345,0.930981,0.8006014,0.7892996,0.660713,0.9569997,0.5663087,0.03133547,0.321061,0.2372128,0.697455,0.8641311,0.1943746,0.9217916,0.7872769,0.4812085,0.7389817,0.8478918,0.526554,0.8581455,0.8700094,0.9408506,0.83505,0.9054279,0.8450704,0.8616776,0.4799914,0.9145487,0.9097808,0.8418417,0.7339789,0.7010025,0.8948449,0.2799885,0.9570184,0.6680125,0.9362969,0.898806,0.8869668,0.9622054,0.6488916,0.01498672,0.0001149295,0.9561117,0.818434,0.6473527,0.5728101,0.711443,0.8628689,0.8210481,0.161526,0.9084902,0.8980756,0.08003409,0.8944662,0.9815022,0.6968328,0.8796319,0.01619121,0.1087322,0.00551081,0.6465172,0.659115,0.9718869,0.8486139,0.7871968,0.743858,0.7745815,0.2723972,0.8919745,0.8909368,0.03108778,0.725546,0.9287008,0.9194937,0.9036481,0.6480538,0.1211617,0.4593679,0.9840433,0.8890356,0.8785191,0.8557699,0.9349917,0.1429984,0.7817115,0.9504336,0.87906
"CTRL82",0.9769834,0.708973,0.03841968,0.8083273,0.9162122,0.554085,0.9441517,0.8095499,0.6691324,0.7580871,0.6761859,0.947551,0.07293844,0.8664762,0.7154876,0.5553977,0.7156675,0.8384697,0.8733111,0.8390011,0.8710833,0.8836684,0.8500785,0.7402976,0.7035931,0.557197,0.952455,0.8273051,0.004924336,0.2687043,0.247904,0.5345803,0.7855977,0.1403585,0.9417989,0.7553974,0.4734238,0.8136938,0.9066969,0.4382,0.7209788,0.86987,0.9453305,0.8491985,0.9047882,0.7376722,0.8506657,0.4730787,0.9669709,0.8471401,0.8613441,0.7126495,0.6748484,0.9225272,0.2680406,0.9279627,0.646936,0.9222074,0.8757886,0.8486054,0.9437431,0.6083475,0.01745652,0.00583843,0.9881288,0.713603,0.4954565,0.4139071,0.8324736,0.8309062,0.7247701,0.1484077,0.9260359,0.9078529,0.09296853,0.8591292,0.9635785,0.7613488,0.9608066,0.01689866,0.1107915,0.005375854,0.6837185,0.4517251,0.9827776,0.9132874,0.5810103,0.6984545,0.774023,0.3785184,0.8665569,0.7893086,0.02361805,0.6165509,0.9540503,0.8911057,0.8394377,0.5712452,0.03650616,0.3628428,0.9642497,0.8293079,0.9523029,0.8229941,0.9150645,0.09809516,0.5488545,0.9249469,0.8907841
"CTRL32",0.9758016,0.7159735,0.08250837,0.8902838,0.9583222,0.5592421,0.9393271,0.8719634,0.860355,0.8163999,0.8185638,0.9571681,0.0984127,0.8763355,0.7520153,0.5394002,0.6845811,0.8949657,0.8623629,0.8714093,0.7731632,0.9394859,0.9439377,0.8022765,0.7338508,0.6244367,0.9558356,0.6963216,0.006887621,0.3671887,0.1798597,0.7618948,0.877302,0.3013397,0.9318239,0.7338143,0.3938348,0.7709754,0.8262305,0.4865584,0.8804395,0.8717309,0.9141766,0.8625517,0.9252016,0.8517847,0.9023791,0.4165577,0.9299532,0.9224497,0.8672636,0.7038021,0.7398139,0.8812953,0.2650097,0.9415174,0.6861629,0.9444171,0.8558229,0.8844699,0.9414839,0.6193628,0.02284644,0.004106886,0.9620766,0.8436544,0.6211884,0.6056799,0.8197509,0.7800872,0.7616005,0.1759178,0.9116558,0.8810669,0.098087,0.8891614,0.948075,0.6979944,0.8908997,0.02039744,0.105536,0.01237879,0.5902188,0.7090571,0.9796393,0.8782377,0.666611,0.7201108,0.7811819,0.3496344,0.8934653,0.8909438,0.02756186,0.7681121,0.9553458,0.8903627,0.8646612,0.6791531,0.1918572,0.4116196,0.9849616,0.9068709,0.9158755,0.8554648,0.9576735,0.153836,0.7633395,0.9138216,0.9081301
"PD2",0.9464296,0.6589165,0.1298628,0.8815252,0.9553697,0.5896471,0.927266,0.876959,0.8439565,0.742622,0.7726442,0.9420134,0.1021358,0.8351776,0.7759369,0.5897724,0.705195,0.9021781,0.8617493,0.8594605,0.7993676,0.922516,0.9458754,0.8003026,0.7557244,0.6945255,0.9277164,0.8253,0.1011064,0.3280423,0.2019401,0.656573,0.8468509,0.3723805,0.9492405,0.731119,0.5609757,0.7829831,0.8640009,0.551864,0.8525702,0.9099509,0.9340654,0.8444548,0.8922289,0.8326903,0.9023255,0.4742949,0.9466126,0.7383146,0.8068499,0.7785871,0.7522366,0.9115411,0.2941413,0.9244128,0.6583903,0.9406029,0.7929132,0.9190878,0.9242589,0.6709287,0.04675202,0.003716305,0.9682358,0.8291813,0.7515684,0.5681677,0.8714098,0.8835116,0.8540073,0.1993804,0.8919994,0.9176228,0.0399404,0.881546,0.9485917,0.8261214,0.9380802,0.0240799,0.1237177,0.01706271,0.7210565,0.592283,0.9686194,0.8789402,0.7621276,0.737952,0.8520491,0.3565768,0.8813105,0.839896,0.03303943,0.7834703,0.9479447,0.8974086,0.8005535,0.5494576,0.1529539,0.3990923,0.9798834,0.9027576,0.8924103,0.8769978,0.9510983,0.2176042,0.7802269,0.9560159,0.8789561
"PD54",0.9707523,0.6639191,0.04180456,0.8593442,0.9179853,0.5103753,0.9694083,0.8883837,0.6825486,0.729389,0.6896829,0.8938915,0.06386766,0.8050766,0.7285161,0.5568403,0.6371611,0.9040297,0.8733655,0.827108,0.8368425,0.8837105,0.8486221,0.7695753,0.7199347,0.5422415,0.9561187,0.8011083,0.03233054,0.2992236,0.2333989,0.5203551,0.7992852,0.1685452,0.9095062,0.7905079,0.5214103,0.7859725,0.8715827,0.4859565,0.8101479,0.8875178,0.9026699,0.8548864,0.8817072,0.7410334,0.9134845,0.4086492,0.9350807,0.9643845,0.8250936,0.78416,0.7374418,0.8939282,0.3121731,0.9402183,0.5850235,0.9028821,0.8275091,0.8145449,0.9515656,0.5171082,0.02088195,0.003395127,0.9641996,0.7922335,0.5332874,0.4008742,0.8508433,0.8060762,0.724219,0.1221589,0.8927441,0.8276151,0.05915798,0.8615873,0.9756552,0.7160494,0.9370711,0.0111328,0.1243657,0.004115865,0.679692,0.5390676,0.9584575,0.914463,0.6746387,0.664671,0.7326262,0.4208033,0.8385221,0.7523873,0.02018148,0.7345827,0.9303285,0.8058163,0.825066,0.7934343,0.07732588,0.328563,0.9811654,0.8372916,0.8540397,0.7572512,0.8673183,0.2921631,0.6197773,0.9175635,0.876012
"CTRL48",0.9672771,0.6523203,0.05770981,0.8234618,0.9177618,0.476472,0.868801,0.7772307,0.7022098,0.7559597,0.6822168,0.9071469,0.09835868,0.6939908,0.7075805,0.4705811,0.659887,0.8710549,0.7893909,0.7058713,0.8304969,0.8347228,0.8031333,0.7917746,0.6986787,0.491528,0.9333116,0.776046,0.05247244,0.363792,0.2750528,0.4803109,0.7348511,0.1558202,0.925248,0.7307783,0.4043055,0.7373444,0.900465,0.4542452,0.7566368,0.8602268,0.9313431,0.8799021,0.8657519,0.7405551,0.878471,0.4164125,0.932493,0.8336529,0.8619051,0.7487658,0.7365631,0.8719207,0.2920426,0.9321951,0.600952,0.9022068,0.8066571,0.8442074,0.943845,0.5374771,0.03013532,0.008833933,0.9755425,0.6364973,0.4454299,0.3406894,0.8539624,0.7573995,0.6660313,0.1463204,0.8731715,0.8179256,0.1349486,0.8655067,0.9587697,0.7286834,0.928813,0.01205838,0.1025416,0.01187481,0.6525383,0.5237271,0.9624619,0.7677447,0.4812102,0.6825634,0.6753186,0.4626905,0.8824005,0.7169639,0.03650948,0.6678889,0.9229947,0.8182239,0.8138543,0.649145,0.06425703,0.2817537,0.9733004,0.8019817,0.8907217,0.8065554,0.8555503,0.2037128,0.6147829,0.9303828,0.8117081
"PD49",0.9393129,0.6205551,0.08915156,0.7178605,0.9136273,0.6534144,0.9096114,0.8241783,0.6752054,0.7609575,0.6807477,0.9021083,0.1341533,0.8417798,0.8006852,0.5356942,0.7294371,0.8741557,0.7624476,0.8351981,0.8498944,0.8601513,0.8452229,0.6725371,0.7289665,0.6045397,0.8799488,0.9361099,0.1121046,0.3067772,0.2210269,0.6213525,0.8089031,0.160642,0.9291869,0.7695827,0.620729,0.8258378,0.9068534,0.4703424,0.7992483,0.8993567,0.9428206,0.8293294,0.895632,0.6795271,0.9011544,0.4638353,0.8950766,0.82827,0.8474239,0.7212829,0.7428988,0.9230024,0.2355272,0.9305938,0.629363,0.9387537,0.7529767,0.8497982,0.9381419,0.5711466,0.03303195,0.007957167,0.9675509,0.6870463,0.56366,0.3891021,0.8842675,0.7758391,0.778958,0.1019005,0.8635101,0.8817944,0.07766202,0.8938037,0.9594873,0.7943443,0.8619011,0.01538011,0.0913889,0.01259792,0.6189981,0.5248424,0.9698884,0.817218,0.6888368,0.6637332,0.7303253,0.4004687,0.9160351,0.8303726,0.04805643,0.6706554,0.9331387,0.8424857,0.7273181,0.6768498,0.07199777,0.3696402,0.9738934,0.803661,0.8316403,0.7289802,0.9026264,0.2607179,0.6520454,0.9062434,0.8271857
"PDD69",0.9689417,0.68409,0.05269385,0.8626365,0.9436585,0.5447278,0.9139341,0.8119455,0.7464896,0.8078801,0.6968355,0.9501415,0.1235252,0.8585703,0.8219683,0.5665866,0.6782306,0.8572273,0.7667575,0.795496,0.8701966,0.8204106,0.8757193,0.7399876,0.7557058,0.4915387,0.9414422,0.7831411,0.03963758,0.4164618,0.2011142,0.635312,0.8103113,0.09655029,0.9385112,0.8434837,0.5910635,0.867272,0.8698157,0.5078924,0.7047315,0.8524066,0.9411418,0.8126915,0.9249925,0.7780504,0.8792707,0.492687,0.9290922,0.877586,0.8179488,0.7676501,0.8174914,0.9178418,0.3192483,0.9355128,0.617239,0.9341997,0.7567772,0.8707146,0.9423511,0.6032786,0.03562072,0.002566473,0.9851845,0.7529725,0.6500888,0.3383758,0.8827283,0.7200379,0.7515145,0.07023693,0.9224746,0.8656392,0.08277901,0.7677431,0.9539029,0.788108,0.9218494,0.01482677,0.05999327,0.00502008,0.7132584,0.6722462,0.9718484,0.8481763,0.6503414,0.7165051,0.7744032,0.44837,0.91397,0.7525108,0.02727868,0.7562898,0.947631,0.8552631,0.7860271,0.7208039,0.06717986,0.3706399,0.9722441,0.9038446,0.8549053,0.7785962,0.8777363,0.1889952,0.6579671,0.9414532,0.803561
"PD45",0.9850707,0.730277,0.08215454,0.7937454,0.8547667,0.5838788,0.9261147,0.8113358,0.7020094,0.7114302,0.6771833,0.8943705,0.07033057,0.8452269,0.7479351,0.5430469,0.6530825,0.8114649,0.7805929,0.7412612,0.9137456,0.8799088,0.8420807,0.7464217,0.7240433,0.5967472,0.9270729,0.8056842,0.04694162,0.3489187,0.2469495,0.5213846,0.8074989,0.1329002,0.9145734,0.7207664,0.4909247,0.7835718,0.9401777,0.5166706,0.8016132,0.84616,0.9022168,0.8816709,0.8454377,0.6788913,0.8948637,0.4528396,0.8952712,0.9306136,0.8499691,0.7390841,0.8305208,0.877587,0.3002339,0.9322987,0.6287513,0.8946188,0.8525931,0.8429155,0.9455031,0.5937881,0.03705123,0.009558174,0.9552015,0.7127591,0.4995297,0.3765426,0.8871308,0.8091239,0.6989649,0.1460266,0.8851198,0.8481524,0.1345181,0.8807418,0.943843,0.7557767,0.9262849,0.0127681,0.1652808,0.00877355,0.6982172,0.4868657,0.9647705,0.8180461,0.6683447,0.7106898,0.6601273,0.4279458,0.8873592,0.705166,0.02986747,0.7495523,0.9229631,0.8053479,0.8245049,0.6303237,0.05020854,0.3683989,0.9782726,0.7527757,0.8853692,0.7599409,0.8554515,0.2923077,0.6289403,0.8749901,0.7982726
"CTRL12",0.9235082,0.5981359,0.06837382,0.842328,0.9408158,0.5205913,0.8972022,0.8674977,0.7917578,0.6735667,0.7294295,0.9177788,0.07604717,0.8083007,0.7971403,0.5428024,0.6843497,0.9001674,0.8429561,0.85482,0.8022293,0.8729729,0.898521,0.7210478,0.749365,0.5683169,0.9538665,0.593274,0.08222024,0.3041862,0.1747025,0.6320707,0.8413524,0.2387041,0.9395751,0.6768195,0.4509855,0.7245101,0.812235,0.5070785,0.8762241,0.9274105,0.9084994,0.8856284,0.8298344,0.7945205,0.8583982,0.4569553,0.9079359,0.8246046,0.821989,0.7479713,0.7587528,0.8435309,0.2128938,0.9349306,0.6553506,0.939266,0.7143637,0.892029,0.9403852,0.5684675,0.02736475,0.01165082,0.9569769,0.7956927,0.7226554,0.4510096,0.8675795,0.8243068,0.7764906,0.1147285,0.9001011,0.8675335,0.07038205,0.8283945,0.955523,0.7261071,0.9044212,0.01520233,0.09698187,0.01510737,0.721659,0.5829292,0.944073,0.8190357,0.7535483,0.7014416,0.7813413,0.3941134,0.8951523,0.8944097,0.02760149,0.7506175,0.9608238,0.8966253,0.7394784,0.6570605,0.1147488,0.3627962,0.9727884,0.9114637,0.9478,0.8834881,0.9202539,0.2223035,0.6844023,0.9353884,0.8460133
"PD33",0.9718672,0.6214367,0.03151568,0.7716183,0.8598048,0.5394267,0.9498043,0.796215,0.8004239,0.6811333,0.7227217,0.9134009,0.09146898,0.7893708,0.6635421,0.49938,0.6294606,0.8492607,0.7665433,0.8145261,0.7205642,0.8794141,0.8773517,0.750116,0.7426151,0.5953926,0.9410534,0.5715297,0.03070797,0.2897907,0.2178969,0.5497499,0.8732239,0.2129738,0.8927836,0.6840077,0.3828144,0.6992818,0.812642,0.4387094,0.7884661,0.8741039,0.9093746,0.8367303,0.8958537,0.8260065,0.824502,0.4101502,0.8574953,0.9065969,0.7558743,0.7119541,0.6880394,0.8947805,0.2334045,0.9126771,0.625619,0.9413765,0.861029,0.8538578,0.931607,0.5930809,0.04909107,0.003256714,0.9388526,0.6903938,0.6574397,0.4450406,0.7966382,0.8134521,0.7118697,0.148788,0.8865862,0.8484009,0.02399762,0.8683644,0.9716331,0.7273682,0.9007337,0.0154541,0.1316256,0.01136018,0.5896807,0.6013116,0.9834456,0.8080094,0.5957227,0.6826947,0.7154098,0.3611497,0.8381706,0.7779633,0.03204625,0.6541414,0.8998718,0.9223191,0.78124,0.4991511,0.08008955,0.388767,0.9833918,0.8821392,0.8623695,0.7865858,0.8863407,0.1266837,0.7023762,0.9148244,0.8095
"PD51",0.9891897,0.7093506,0.04438621,0.8513411,0.8332268,0.4648422,0.9346642,0.7957919,0.7311211,0.7023943,0.7448229,0.9534118,0.0500247,0.8330605,0.7438006,0.5054941,0.6788693,0.8664544,0.8741264,0.8637125,0.8631995,0.855414,0.8083729,0.7577929,0.6690899,0.5221357,0.937103,0.8946058,0.06219266,0.2969003,0.2440233,0.5208092,0.7475346,0.1051556,0.9127784,0.6808406,0.5632632,0.7262873,0.8976808,0.4728002,0.6779759,0.907725,0.9416512,0.8465375,0.8971511,0.717342,0.8648158,0.4219727,0.9419768,0.8736909,0.8715807,0.7309699,0.8551755,0.929085,0.3178832,0.9488289,0.6283525,0.9323671,0.8035496,0.8280498,0.9293062,0.6287265,0.02104209,0.001436511,0.973366,0.6702534,0.480498,0.3567427,0.863498,0.8553867,0.6776421,0.0919326,0.8992904,0.9108641,0.1088261,0.9403727,0.9705805,0.7320297,0.9341525,0.01009501,0.09124998,0.005310947,0.7625813,0.4818244,0.9760796,0.9080702,0.5703173,0.6650441,0.686407,0.3826874,0.8957336,0.7679499,0.02519395,0.6901205,0.9356028,0.8185642,0.8115646,0.6808013,0.04840977,0.3215418,0.9856298,0.7511657,0.9096655,0.7969154,0.8173791,0.1741461,0.6596548,0.9513935,0.9308689
"PD13",0.9608553,0.6102936,0.06597478,0.8696595,0.9341994,0.5609056,0.9180993,0.7864423,0.8594966,0.7347614,0.7737057,0.9699705,0.08802753,0.8862056,0.7528648,0.583299,0.655203,0.89604,0.8383071,0.8698223,0.8388617,0.9440409,0.9191139,0.8402846,0.7501623,0.6833166,0.9492907,0.7836129,0.08476822,0.3556181,0.2032452,0.7120673,0.8718183,0.09601582,0.9463291,0.8370326,0.3987234,0.7802078,0.7403897,0.5089859,0.819844,0.9262533,0.9516369,0.850225,0.9160668,0.8585067,0.9062579,0.3288004,0.9358882,0.8163954,0.8973796,0.7208707,0.6858838,0.8896018,0.2303485,0.8898098,0.6478603,0.9455246,0.7998375,0.9147214,0.9593186,0.5930073,0.05928094,0.003021222,0.9742221,0.819022,0.7527987,0.4865024,0.8836879,0.8273927,0.7504058,0.1197384,0.9387739,0.9108723,0.04316009,0.9102821,0.9600872,0.7349192,0.9230636,0.01007905,0.09985496,0.009962883,0.6271333,0.588535,0.9745321,0.8576089,0.7094623,0.7136373,0.7799048,0.3963764,0.9589382,0.9379825,0.0325861,0.7119949,0.9571929,0.9221329,0.7748693,0.573044,0.1558836,0.4491965,0.9833007,0.9107674,0.9037635,0.8235567,0.9560988,0.09728352,0.6936443,0.9208962,0.8451414
"PDD45",0.934967,0.6422645,0.02918553,0.8807403,0.9421399,0.594247,0.9534977,0.8996159,0.8733952,0.733463,0.7467265,0.9392772,0.07201921,0.8429802,0.8211913,0.5527574,0.6326276,0.8777982,0.8574188,0.8809611,0.9220863,0.9079743,0.884696,0.8442506,0.7000873,0.5606148,0.9524516,0.7208074,0.07149687,0.3703508,0.2031496,0.6378888,0.822068,0.2079816,0.9218984,0.7622247,0.5317396,0.7907279,0.8731268,0.471962,0.8774828,0.8575597,0.9290799,0.8264421,0.9049609,0.8115046,0.8595104,0.4242032,0.9221251,0.7407609,0.8388121,0.7507752,0.6827042,0.9452004,0.2950932,0.9166467,0.6388843,0.9222662,0.7981751,0.8828983,0.9450871,0.6010735,0.03536764,0.005456024,0.9510708,0.6989399,0.6116743,0.4973383,0.8682128,0.8492729,0.7395387,0.172592,0.9243546,0.9056091,0.04677343,0.9132016,0.9668992,0.7335548,0.9149171,0.02727934,0.1017439,0.006542443,0.6360945,0.5948428,0.986586,0.8785901,0.6956733,0.7668612,0.8137395,0.3354031,0.8490545,0.8632979,0.03416268,0.7214297,0.9597644,0.8160547,0.7509024,0.5484969,0.0395168,0.3622321,0.9753627,0.8865069,0.9267957,0.8109691,0.9243199,0.08970108,0.6865798,0.9256156,0.841547
