"","cg05213073","cg17805199","cg07996485","cg23834525","cg23657782","cg07918736","cg00208274","cg06952719","cg17434329","cg01866897","cg01684784","cg14904079","cg00391977","cg21057613","cg13690038","cg20357416","cg15175129","cg14318068","cg10159529","cg12372924","cg21598294","cg21864071","cg07253510","cg06340519","cg08051076","cg24665412","cg18993457","cg16582273","cg18961944","cg18127922","cg18880384","cg02276614","cg14856606","cg04030905","cg22181664","cg02853470","cg21700774","cg25936334","cg18879998","cg12556775","cg04956254","cg20936920","cg03766823","cg12315735","cg15524170","cg24517989","cg12882476","cg00657759","cg20822380","cg04892765","cg10778636","cg08368441","cg26115216","cg23458989","cg05162137","cg05279387","cg22364932","cg24855045","cg07729842","cg03321592","cg03967521","cg21157115","cg06410591","cg12273368","cg14540792","cg11423096","cg20015921","cg21595526","cg01785566","cg24683035","cg19259574","cg00801765","cg06878361","cg10687936","cg24384430","cg26222689","cg00612672","cg22878489","cg16115647","cg05739014","cg05747963","cg09638266","cg16085649","cg23986918","cg24287218","cg15310800","cg22250642","cg11341440"
"PD2",0.9756885,0.6589165,0.9307078,0.169731,0.9439579,0.7267605,0.3376437,0.0228424,0.9727348,0.91163,0.9167678,0.9420134,0.5359688,0.007413113,0.03036784,0.7853489,0.3007731,0.90986,0.9052268,0.943801,0.9706959,0.01670507,0.9277164,0.9335305,0.009570985,0.9109744,0.1328925,0.2356553,0.01838364,0.3280423,0.5077526,0.892725,0.9017187,0.03444994,0.9098323,0.8922289,0.97482,0.05255057,0.9577939,0.9826021,0.9036832,0.9072043,0.01819818,0.918023,0.8480564,0.6682255,0.01890644,0.02100287,0.8835603,0.6532955,0.6732432,0.01768786,0.863825,0.9408588,0.01524648,0.5382682,0.9572992,0.8264188,0.5869676,0.0554591,0.003716305,0.001172774,0.1993804,0.336156,0.146552,0.4592682,0.04916959,0.01445523,0.9666217,0.01581538,0.03894582,0.8865574,0.193269,0.9261066,0.1529539,0.9423811,0.8703528,0.6347628,0.1917475,0.9706324,0.9493659,0.9505425,0.4053944,0.8846314,0.8058296,0.9560159,0.01621682,0.8789561
"PD54",0.9567752,0.6639191,0.9173036,0.06395746,0.9825531,0.6762565,0.4130989,0.03282239,0.9445099,0.9463961,0.9148746,0.8938915,0.4405097,0.004280517,0.01190721,0.7698083,0.2285887,0.8794679,0.8760738,0.9865394,0.9820275,0.01092944,0.9561187,0.839196,0.01368771,0.8990825,0.1306852,0.1700172,0.002604236,0.2992236,0.5224551,0.955904,0.8484566,0.00554055,0.9044527,0.8817072,0.9750284,0.06574222,0.9519892,0.992026,0.8128124,0.9542815,0.00772228,0.9219296,0.804943,0.6255551,0.001514578,0.008644804,0.9078254,0.6925233,0.6237393,0.02134004,0.8027523,0.8670776,0.006649031,0.5566243,0.9849364,0.7433148,0.5958432,0.03808371,0.003395127,0.0009104633,0.1221589,0.2469421,0.1348222,0.4370215,0.02214864,0.008233982,0.9842677,0.01056746,0.02001605,0.801964,0.1187759,0.9649943,0.07732588,0.9476225,0.8490751,0.5621379,0.1595315,0.9688927,0.9410175,0.9714956,0.4367858,0.880542,0.6885425,0.9175635,0.003666521,0.876012
"CTRL48",0.9773928,0.6523203,0.90375,0.07031283,0.9702671,0.6400482,0.3674649,0.0323633,0.9680063,0.9452264,0.9111773,0.9071469,0.411608,0.01993597,0.02006579,0.6580758,0.2041347,0.7667532,0.8917394,0.9856331,0.9671482,0.01383715,0.9333116,0.8836849,0.00653239,0.9253939,0.1334192,0.08359969,0.00910895,0.363792,0.5234224,0.9253872,0.8312363,0.01609486,0.9005048,0.8657519,0.9647482,0.05389004,0.9535538,0.9846601,0.7561799,0.9272346,0.01743638,0.9025415,0.8019314,0.687192,0.01146355,0.0140018,0.9310788,0.582897,0.6360285,0.009680542,0.8545953,0.845422,0.005704445,0.4767776,0.9628942,0.6389992,0.6225853,0.05408774,0.008833933,0.003407069,0.1463204,0.3087867,0.2058793,0.2836641,0.03033502,0.01090047,0.9566204,0.0108214,0.02410897,0.7905769,0.0844883,0.933301,0.06425703,0.9467765,0.795822,0.5503023,0.1535675,0.9635593,0.951693,0.9234289,0.38425,0.9141681,0.6933842,0.9303828,0.01190617,0.8117081
"PD49",0.9388098,0.6205551,0.9257212,0.05814025,0.9672901,0.73188,0.3721709,0.03207218,0.9395806,0.9568839,0.9121645,0.9021083,0.4136953,0.007535461,0.01806503,0.6826582,0.1902658,0.7963099,0.9094804,0.9540989,0.9695201,0.01102978,0.8799488,0.9070793,0.01125718,0.9145425,0.13915,0.0625348,0.02121367,0.3067772,0.5572563,0.9441165,0.8490333,0.01583217,0.8547237,0.895632,0.9827068,0.04658066,0.9552384,0.9674765,0.6723762,0.9474546,0.01272752,0.9247683,0.8462969,0.6069257,0.01559582,0.03772051,0.8377624,0.5632173,0.6677292,0.02758756,0.8678627,0.897035,0.01076555,0.4762789,0.9813701,0.6804746,0.5129919,0.07758797,0.007957167,0.004865975,0.1019005,0.263895,0.186943,0.3023318,0.04209579,0.007007645,0.9353383,0.01704714,0.03190652,0.8357472,0.08656796,0.9565801,0.07199777,0.9272059,0.8976846,0.5551986,0.1438522,0.9720439,0.9433259,0.8896355,0.4178819,0.9113242,0.7108779,0.9062434,0.01079635,0.8271857
"PDD69",0.96999,0.68409,0.9222704,0.08697767,0.9706278,0.7627097,0.416468,0.0431998,0.9738901,0.9623653,0.9276137,0.9501415,0.407585,0.01228349,0.0202765,0.7626554,0.186208,0.9234849,0.8834144,0.9888588,0.9633495,0.007759632,0.9414422,0.8867536,0.005443965,0.9263791,0.111667,0.05316909,0.01065954,0.4164618,0.5797444,0.9517587,0.7917659,0.01649334,0.8962079,0.9249925,0.9833365,0.0629509,0.9650517,0.9806384,0.7918933,0.9414938,0.007063343,0.896529,0.8202335,0.6929995,0.008578075,0.02812304,0.911855,0.5672424,0.6834887,0.01591489,0.8713651,0.8234392,0.01027594,0.5605073,0.9679377,0.7011984,0.5639015,0.06222944,0.002566473,0.001031584,0.07023693,0.2872072,0.1379739,0.3343868,0.02349788,0.008677686,0.9509622,0.008316142,0.02875054,0.7892731,0.08613423,0.9718163,0.06717986,0.9497574,0.7952564,0.494404,0.1534961,0.9785784,0.9440043,0.947686,0.4991469,0.8520143,0.6799633,0.9414532,0.008531187,0.803561
"PD45",0.9525794,0.730277,0.9210002,0.1165403,0.9627917,0.7349397,0.3688966,0.05538374,0.9251908,0.9573721,0.9118453,0.8943705,0.4285851,0.0189425,0.01382179,0.7025548,0.2722979,0.762967,0.8633748,0.9698267,0.9693623,0.007118684,0.9270729,0.8735227,0.013857,0.9361447,0.1988826,0.09126823,0.0188129,0.3489187,0.5208456,0.9436173,0.8214896,0.01910245,0.8869468,0.8454377,0.9879714,0.07279168,0.9514368,0.9777098,0.7625701,0.9524162,0.0137315,0.887696,0.8149648,0.6344729,0.009989633,0.01641421,0.8543257,0.6569114,0.6772872,0.01411874,0.9051413,0.8203177,0.007683552,0.5101453,0.9745752,0.6517721,0.5521915,0.05625892,0.009558174,0.005336346,0.1460266,0.2610673,0.2939184,0.3017361,0.03463914,0.01349779,0.9525716,0.01666962,0.03304749,0.7851076,0.09933797,0.9619282,0.05020854,0.9286569,0.8524324,0.5452395,0.1571082,0.9629382,0.9133846,0.9073344,0.4772495,0.8490246,0.673874,0.8749901,0.01079347,0.7982726
"CTRL12",0.9319313,0.5981359,0.9577051,0.10517,0.9099759,0.7426207,0.3151906,0.03073059,0.960593,0.9552914,0.9085255,0.9177788,0.4627967,0.01949983,0.0207788,0.7475222,0.2864853,0.8773273,0.9109831,0.9456739,0.929355,0.00914998,0.9538665,0.909622,0.01866504,0.8980712,0.1364694,0.1660826,0.01711042,0.3041862,0.3824099,0.9157315,0.8469979,0.01891476,0.9438073,0.8298344,0.9717438,0.04628906,0.9519163,0.994136,0.8933877,0.9160438,0.01905587,0.9062246,0.7830613,0.6802695,0.01846622,0.03131353,0.8642801,0.5303183,0.6257059,0.02469837,0.8859387,0.9349061,0.01106818,0.5607916,0.9697812,0.7230696,0.5475405,0.03060155,0.01165082,0.00434153,0.1147285,0.3070319,0.14002,0.4595156,0.03626653,0.01983907,0.9522969,0.01675458,0.03873295,0.8805049,0.1174562,0.9114318,0.1147488,0.9395334,0.839741,0.535034,0.204078,0.9788462,0.9588075,0.9345112,0.3277392,0.9125681,0.7853806,0.9353884,0.01319453,0.8460133
"PD33",0.9635459,0.6214367,0.9145752,0.1028461,0.9492817,0.6124012,0.3835315,0.02471676,0.9344154,0.9496861,0.8869725,0.9134009,0.43679,0.01931345,0.02913664,0.6669339,0.2329842,0.8966117,0.8129828,0.9649413,0.9703952,0.004388782,0.9410534,0.8939799,0.01273885,0.8466687,0.1195784,0.1826662,0.007120126,0.2897907,0.3863817,0.9556422,0.8054773,0.007949363,0.9119549,0.8958537,0.9822348,0.07133448,0.9297361,0.971666,0.8396144,0.9440676,0.01088387,0.8178167,0.7664522,0.670548,0.01170863,0.01263135,0.9308659,0.6133128,0.580858,0.02165544,0.8143111,0.8809972,0.01246956,0.4321024,0.9540632,0.681283,0.4736642,0.04405086,0.003256714,0.003982809,0.148788,0.2400942,0.1164109,0.4524296,0.03052934,0.009946628,0.9591928,0.0111646,0.0233766,0.7303396,0.09280332,0.9558802,0.08008955,0.8943093,0.7851954,0.5786428,0.1554343,0.9691989,0.9016746,0.9181025,0.2804832,0.87501,0.7176924,0.9148244,0.01162135,0.8095
"PD51",0.9613185,0.7093506,0.9428961,0.05377583,0.9597121,0.6832764,0.4329482,0.02330733,0.9182289,0.9512511,0.9351313,0.9534118,0.3989031,0.02698788,0.01007467,0.7709062,0.175266,0.7917915,0.8735025,0.9736574,0.9775776,0.004239179,0.937103,0.915002,0.004255319,0.9376331,0.07098822,0.04170308,0.005953548,0.2969003,0.681982,0.9545574,0.8551197,0.00469606,0.919706,0.8971511,0.997473,0.05309491,0.9479297,0.972637,0.8123281,0.952851,0.003386191,0.9397721,0.8630468,0.7218496,0.008910527,0.008962521,0.9118165,0.6215361,0.6230123,0.0144706,0.8415627,0.9478247,0.0005377308,0.4947025,0.9744604,0.6345542,0.5753692,0.02381885,0.001436511,0.0002336888,0.0919326,0.2440644,0.1571218,0.4140388,0.0072994,0.01556218,0.9661691,0.009224632,0.01841717,0.8302048,0.06815513,0.955086,0.04840977,0.9587271,0.9211807,0.5522786,0.159032,0.9743937,0.9621331,0.8956917,0.340088,0.924951,0.77411,0.9513935,0.002506517,0.9308689
"PD13",0.9827749,0.6102936,0.9591766,0.1229427,0.9530657,0.6202332,0.3712622,0.02071233,0.9877188,0.9452107,0.9162042,0.9699705,0.4990069,0.01592138,0.03433894,0.8232757,0.2815364,0.9000054,0.8862894,0.9672083,0.9494614,0.01418607,0.9492907,0.8970021,0.01515014,0.8797549,0.2020143,0.07604262,0.01364643,0.3556181,0.4618762,0.920536,0.8653153,0.02093234,0.8714174,0.9160668,0.9695645,0.0656473,0.9017296,0.9783516,0.8702439,0.9347886,0.01402214,0.8981199,0.7529815,0.5870235,0.00850523,0.003574964,0.9076007,0.6632696,0.6533839,0.01995642,0.9280042,0.9312194,0.01159447,0.4771229,0.9845266,0.8298291,0.4982951,0.03111454,0.003021222,0.000719312,0.1197384,0.3985147,0.0957648,0.4421258,0.01449475,0.01032363,0.9629126,0.01136758,0.02942161,0.8379302,0.1387157,0.928084,0.1558836,0.9163717,0.8461877,0.6180272,0.213149,0.9673141,0.9529822,0.9755087,0.3248171,0.9247353,0.821112,0.9208962,0.008346316,0.8451414
"PDD45",0.9732398,0.6422645,0.9372118,0.0669064,0.9723925,0.722348,0.3415053,0.01512346,0.9625872,0.9486046,0.9056935,0.9392772,0.5078281,0.0254635,0.009599827,0.803379,0.222476,0.8911507,0.9088151,0.9724127,0.9734978,0.009238115,0.9524516,0.896707,0.009222873,0.8778462,0.1692896,0.1121192,0.004627924,0.3703508,0.3988061,0.9549666,0.8865749,0.01476278,0.9605105,0.9049609,0.9860304,0.07761755,0.9581671,0.984504,0.9171826,0.958262,0.009237075,0.906403,0.756184,0.6912277,0.008554596,0.008136138,0.9072769,0.6485896,0.6199901,0.0115894,0.7885402,0.9042427,0.006720742,0.5725456,0.9662916,0.7649037,0.6174344,0.03491495,0.005456024,0.001389219,0.172592,0.2054261,0.1669562,0.4814582,0.02587061,0.002730109,0.9653383,0.006377164,0.0348586,0.8932786,0.1203806,0.921564,0.0395168,0.8914548,0.8794691,0.5959371,0.1452832,0.9710793,0.9271663,0.9475725,0.3756107,0.9131467,0.7654389,0.9256156,0.008155824,0.841547
"PD20",0.9471029,0.6240874,0.9406495,0.09381234,0.9557742,0.6791653,0.3522333,0.01815304,0.9779631,0.9473081,0.9210447,0.9547781,0.4660002,0.01565702,0.02157822,0.7918304,0.1955702,0.9352976,0.856665,0.978037,0.9484677,0.0191377,0.9153751,0.8956591,0.02157523,0.9039671,0.1105705,0.1035917,0.01557565,0.2518695,0.2427757,0.9272509,0.8579421,0.02440536,0.9325811,0.9446081,0.9868623,0.05808477,0.9563988,0.9815963,0.9170777,0.9292841,0.006778861,0.8727608,0.803895,0.6966612,0.01064008,0.01772001,0.9102507,0.6056071,0.7181303,0.02682034,0.866443,0.9105654,0.01217894,0.4811026,0.9603748,0.7672992,0.5663967,0.04207037,0.01635313,0.001041962,0.1234767,0.3281617,0.169061,0.4084568,0.02021505,0.01238172,0.9718441,0.01589559,0.02666615,0.8992455,0.09676364,0.9230777,0.1614023,0.9145864,0.8540942,0.5821935,0.1596117,0.9763289,0.9594391,0.9411226,0.3098252,0.9185816,0.783622,0.922623,0.0127426,0.842147
"CTRL83",0.9435795,0.7175984,0.9714978,0.04258834,0.9718237,0.7352379,0.3076967,0.03084445,0.9561534,0.954668,0.930629,0.9379951,0.3569453,0.01701235,0.01641283,0.7004946,0.2086868,0.8084571,0.9447508,0.944785,0.9702439,0.01146921,0.9245252,0.8999513,0.01315669,0.9224058,0.08461608,0.05258849,0.01679122,0.311173,0.4330144,0.9658405,0.8209193,0.01070841,0.9483673,0.880831,0.9841048,0.05309735,0.97313,0.978792,0.7375252,0.9484384,0.01042994,0.9529538,0.6701252,0.70341,0.01059031,0.02137686,0.9000514,0.5258284,0.6367402,0.02224895,0.8017301,0.8433889,0.01251238,0.4481597,0.9466916,0.7455605,0.5257688,0.04804419,0.004076627,0.0005163047,0.1000674,0.2249988,0.1396726,0.2167292,0.02520106,0.009536194,0.9751724,0.0117531,0.02459168,0.8461103,0.1425923,0.9542361,0.03418952,0.9352566,0.838155,0.5249675,0.1431819,0.9805628,0.9426754,0.9485094,0.4823209,0.8581358,0.6854149,0.9066161,0.01363939,0.7993185
"PDD7",0.9422219,0.6819965,0.8959876,0.1145234,0.9651533,0.7320698,0.3803177,0.02218419,0.9561873,0.95279,0.9108829,0.906371,0.4782035,0.02399757,0.02064803,0.7342261,0.2759838,0.8477199,0.9198957,0.9605483,0.9463952,0.0175946,0.9374225,0.9119437,0.02099199,0.8612533,0.1096599,0.1274413,0.01649377,0.3459119,0.4411495,0.8633669,0.8233483,0.01735819,0.8883741,0.9076594,0.972017,0.06262231,0.964505,0.9869028,0.8906038,0.9185659,0.0300372,0.8876576,0.8357002,0.7421449,0.01661678,0.03302383,0.9060038,0.5687109,0.7413939,0.02428833,0.8526599,0.8638998,0.01164911,0.5989157,0.9619936,0.7089951,0.6511965,0.03761821,0.002686738,0.003259762,0.153005,0.3298529,0.2280578,0.439218,0.03739112,0.02592262,0.9606133,0.01808122,0.02875761,0.8415281,0.07472519,0.8331329,0.113088,0.9656015,0.9266293,0.5770842,0.1548864,0.9798046,0.9772737,0.9516206,0.4520832,0.8505824,0.7862714,0.9045761,0.01976956,0.894438
"CTRL71",0.9860619,0.746194,0.940676,0.08620262,0.9631309,0.7476329,0.4128786,0.01235419,0.9638826,0.9365421,0.9301458,0.92487,0.4047268,0.008223559,0.01840971,0.7849574,0.2135115,0.8088241,0.9191097,0.9771958,0.9676899,0.01322034,0.9426486,0.8985158,0.02008983,0.9400892,0.1615083,0.07433229,0.003096288,0.3295767,0.5138399,0.941453,0.8349855,0.004302328,0.9274848,0.9182508,0.9719225,0.06287575,0.9387451,0.9912139,0.7684625,0.9268399,0.006031073,0.9563188,0.8691421,0.7330283,0.008039179,0.0252848,0.8970263,0.6486227,0.6584856,0.02242099,0.8886483,0.8013293,0.0137314,0.5059262,0.9717669,0.7027558,0.5304288,0.03252439,0.0004207513,0.001714785,0.1275446,0.3090212,0.2151357,0.3990332,0.02565607,0.001035078,0.9749175,0.01233852,0.02692142,0.8358553,0.06745072,0.9503675,0.07590127,0.966361,0.8274659,0.5527902,0.132137,0.9672956,0.9684858,0.9457196,0.4401034,0.838186,0.6875527,0.9435064,0.01260644,0.8620092
"PDD47",0.9109827,0.650879,0.9576797,0.04474521,0.9568178,0.7225097,0.383881,0.05295117,0.8424368,0.9529904,0.9043091,0.874627,0.4114011,0.01414662,0.005971831,0.6950534,0.2510794,0.7884167,0.8729204,0.987931,0.9735402,0.008819539,0.9817798,0.8742499,0.006328631,0.9146487,0.1237319,0.04183677,0.008459089,0.3566535,0.4790444,0.9549604,0.827867,0.01700607,0.9492093,0.8707519,0.9783334,0.05084746,0.9748947,0.9890935,0.7698052,0.9241932,0.007017605,0.8776363,0.7833866,0.6042193,0.004443638,0.006530021,0.9184869,0.587796,0.701312,0.01258245,0.8220264,0.7922637,0.002302318,0.5244978,0.944156,0.6856372,0.6196841,0.02939715,0.003359656,0.002085433,0.1038844,0.2758098,0.2155044,0.3516471,0.02258514,0.00508044,0.9665146,0.01529702,0.01496247,0.7379797,0.08838314,0.9664669,0.02903727,0.9458242,0.8287274,0.5648554,0.1083597,0.9645549,0.9321722,0.9043027,0.4409489,0.7505989,0.674164,0.9195561,0.0005480453,0.8323243
"PD32",0.9543973,0.648898,0.9159302,0.073849,0.9520276,0.6119108,0.328205,0.04300614,0.929814,0.9323198,0.901076,0.8424309,0.3919697,0.01346017,0.02185461,0.6774778,0.1760978,0.7532622,0.8595693,0.9588409,0.9444572,0.01651955,0.9299695,0.7851342,0.02282119,0.9009051,0.1615107,0.08276953,0.008922884,0.2776974,0.4396218,0.906608,0.8259598,0.0122982,0.9070871,0.8240605,0.9976269,0.05391554,0.9536877,0.9838131,0.6363974,0.9404069,0.01354344,0.8650475,0.7769534,0.5998583,0.01219237,0.007725111,0.9539809,0.5183609,0.5947185,0.02524876,0.8234136,0.8322991,0.008440075,0.4673606,0.9867162,0.6177677,0.5475731,0.05854105,0.005221169,0.001454033,0.1628288,0.220935,0.1927039,0.3129755,0.02792121,0.01620228,0.9427769,0.01456022,0.03206144,0.8219229,0.07644352,0.9488597,0.07997775,0.9243372,0.8994733,0.5513027,0.1417098,0.9450051,0.917025,0.8562757,0.3124473,0.8614104,0.6671678,0.9161807,0.007767421,0.7675632
"CTRL6",0.9747898,0.5689059,0.8962326,0.08056899,0.8931348,0.6128127,0.263132,0.01391033,0.9679787,0.9494914,0.876393,0.9726175,0.4382623,0.0198771,0.02564103,0.7943207,0.2493447,0.915958,0.8642803,0.9608659,0.9638429,0.011484,0.9338806,0.9308355,0.01168224,0.873905,0.114768,0.1865713,0.01238536,0.3698111,0.313866,0.9504501,0.7927357,0.0154862,0.8758131,0.8746318,0.9758286,0.0604534,0.9587304,0.9883123,0.9433448,0.9490438,0.01232573,0.9155377,0.7308609,0.6447216,0.0196482,0.01329304,0.9307222,0.6003288,0.6840368,0.02166546,0.8566426,0.9108066,0.01619649,0.4875444,0.9383943,0.759315,0.5466183,0.04208186,0.003467182,0.001431228,0.1911096,0.1991529,0.1122983,0.4123916,0.02621217,0.005462576,0.9691687,0.01697139,0.03516015,0.8856889,0.1185853,0.9279393,0.08049103,0.9114541,0.8525441,0.613352,0.1511146,0.9676536,0.9281549,0.9254604,0.3144568,0.8469689,0.7881266,0.9434371,0.01588142,0.7925486
"CTRL46",0.9531152,0.703237,0.9229415,0.08765708,0.9541418,0.6984876,0.4198117,0.06253958,0.9344995,0.9327758,0.9087815,0.8837771,0.3831145,0.01248038,0.01932876,0.6632846,0.2255917,0.7822998,0.9014383,0.9823503,0.9621073,0.01040517,0.9456592,0.8172436,0.01700477,0.8805869,0.1805098,0.09809832,0.01647517,0.2972048,0.5638667,0.9330215,0.8510141,0.01406224,0.9173329,0.7959346,0.9828259,0.07464103,0.9339429,0.9839413,0.8255074,0.9438102,0.02134232,0.9233728,0.7907141,0.580297,0.006599514,0.01369014,0.8819128,0.5811053,0.6874501,0.01388343,0.8913366,0.901925,0.01453958,0.5221545,0.9328019,0.5865563,0.5768513,0.03113243,0.01289001,0.003439783,0.1179142,0.2249852,0.1891804,0.305575,0.04038772,0.01056751,0.9439093,0.01203166,0.03096115,0.7819391,0.09102066,0.943581,0.06100755,0.9016544,0.8446663,0.534462,0.166795,0.9680541,0.937079,0.8828412,0.4048137,0.8966116,0.6886476,0.9066655,0.008151492,0.790745
"PD17",0.9589047,0.6476692,0.9570024,0.07699857,0.9349684,0.7836133,0.4328236,0.0274157,0.9770873,0.9388023,0.9207281,0.9449608,0.4206663,0.01448965,0.01059113,0.7920732,0.2248712,0.8714871,0.9495421,0.9645951,0.9779451,0.005088023,0.9165237,0.9458162,0.0132626,0.942445,0.09909539,0.09845477,0.00893888,0.3876408,0.3743002,0.9219939,0.820337,0.01213468,0.9476911,0.867548,0.9651654,0.06507353,0.9532951,0.9876164,0.8522479,0.8952762,0.01332266,0.8528825,0.8355017,0.6792135,0.003201317,0.01611788,0.8610064,0.6128317,0.6304285,0.02350451,0.8914998,0.9255252,0.0068717,0.5100904,0.9621282,0.7734362,0.5342768,0.03524416,0.007028967,0.002284586,0.1587895,0.2183563,0.1966978,0.4151092,0.0208931,0.001802885,0.9751152,0.008128099,0.02630493,0.7877347,0.06727182,0.9292026,0.07513247,0.9170306,0.8867121,0.5524744,0.1363725,0.9828625,0.9624286,0.9180442,0.4442299,0.8900873,0.8182772,0.9374383,0.007776377,0.8587936
"PDD10",0.9635456,0.6040792,0.5533996,0.09890578,0.9466743,0.6438647,0.3157061,0.03195942,0.9649917,0.9567174,0.9166342,0.9629291,0.4428182,0.01426094,0.0211455,0.7317112,0.2740519,0.8919776,0.913504,0.9386799,0.9765793,0.01448032,0.9503208,0.9081299,0.01943862,0.8984577,0.1267084,0.1815491,0.0186197,0.3776023,0.4984468,0.8917107,0.8465278,0.01160114,0.9196432,0.8780849,0.9695693,0.06300776,0.9581207,0.970755,0.8029929,0.9496486,0.01330608,0.9169794,0.7709655,0.6946441,0.01101036,0.04110824,0.9208282,0.578422,0.6517102,0.0239654,0.8336791,0.9066894,0.0156841,0.51087,0.9585187,0.7894388,0.5812632,0.04938149,0.02124697,0.002003697,0.1569206,0.2361652,0.1325306,0.3537091,0.03636145,0.01200589,0.9719259,0.01847891,0.02895309,0.8972762,0.1574374,0.9040454,0.09244547,0.9066849,0.8307772,0.5657088,0.1590179,0.9752655,0.9370339,0.9402874,0.3730061,0.8806639,0.7418671,0.9345127,0.02046089,0.8423255
"DLB12",0.9721874,0.7057084,0.9147673,0.07595215,0.9745678,0.6568371,0.371603,0.03517981,0.9802645,0.9354186,0.9179188,0.9337554,0.486926,0.01011323,0.01386239,0.7754192,0.1852245,0.9073679,0.8771763,0.9733753,0.9505091,0.01439086,0.926057,0.8729833,0.01189039,0.9045972,0.121915,0.07350865,0.004889284,0.3039559,0.5269367,0.9238182,0.785619,0.01889816,0.9222958,0.9032682,0.9865148,0.07188786,0.9581429,0.975265,0.9151896,0.9455922,0.00907619,0.8564536,0.8005103,0.6829744,0.01014614,0.01272688,0.9104166,0.7144462,0.6719096,0.02652813,0.8281713,0.8841876,0.00721537,0.5744297,0.9762359,0.7413583,0.5749222,0.04846115,0.004691614,0.002817484,0.1135868,0.2879377,0.1428464,0.296753,0.02998971,0.007872048,0.9695456,0.009090115,0.02859095,0.8245181,0.0767131,0.9541134,0.09467048,0.9433037,0.8437717,0.5016413,0.1912864,0.9796734,0.9471763,0.9368952,0.3957645,0.8705473,0.8007617,0.9632224,0.01420045,0.8644862
"CTRL44",0.9718757,0.6902535,0.9204446,0.09140254,0.9760716,0.7156533,0.4306858,0.03615429,0.962672,0.9759411,0.9187347,0.9293633,0.4104618,0.01075496,0.01152778,0.7242525,0.1929297,0.8783747,0.885835,0.9819901,0.9588681,0.007217059,0.9315997,0.8862419,0.01487771,0.9421845,0.1697668,0.08085178,0.01092441,0.407979,0.593968,0.9523774,0.8579937,0.008455979,0.9064456,0.8803465,0.9804616,0.05102516,0.9596341,0.9909496,0.8070479,0.947924,0.01297367,0.8957655,0.8169712,0.670975,0.009063165,0.01597093,0.8871507,0.6965236,0.67841,0.02345369,0.854659,0.8211151,0.008358466,0.5724993,0.9675046,0.7612308,0.5973481,0.03553038,0.005039701,0.0008131676,0.09999234,0.2730582,0.1361151,0.396879,0.03690605,0.002811245,0.9772312,0.0128595,0.02570556,0.8163988,0.1451675,0.9706415,0.07028942,0.9525805,0.8620253,0.5945252,0.1782081,0.9819375,0.9403069,0.9231571,0.4608093,0.8547004,0.6545396,0.8982176,0.004541864,0.8529028
"CTRL86",0.9623893,0.7222016,0.9363244,0.05737076,0.9763752,0.736962,0.4566473,0.04774518,0.9262391,0.9626841,0.9315737,0.9528932,0.3740572,0.009165979,0.01610817,0.8032997,0.1852265,0.8689163,0.9273704,0.962903,0.9544123,0.005455431,0.905132,0.8655412,0.003732825,0.9461055,0.13114,0.08987862,0.007597617,0.3323653,0.6382276,0.9505744,0.824298,0.004879224,0.8915253,0.9097794,0.985039,0.04475025,0.9687144,0.9886073,0.7840828,0.959221,0.003707394,0.8592821,0.7750453,0.7023028,0.004206193,0.01429425,0.8194784,0.6051909,0.6902586,0.01858328,0.8515503,0.9124483,0.002493551,0.4976941,0.9638024,0.7726814,0.5469957,0.03565162,0.001637874,0.0004994539,0.1102279,0.2706198,0.2120363,0.3544902,0.02344646,0.008945288,0.9780021,0.01123956,0.02849431,0.8480918,0.06864325,0.9604357,0.1285187,0.9407392,0.876583,0.5293749,0.1729084,0.9873786,0.9623599,0.9182106,0.3706342,0.8736723,0.7053138,0.9218611,0.008833568,0.8454169
"DLB27",0.9448641,0.6665485,0.8950064,0.09711863,0.9591412,0.6447782,0.3401543,0.02478216,0.9552203,0.9189665,0.8977711,0.9054932,0.4053914,0.01444824,0.02799189,0.6613365,0.1876824,0.8780318,0.8979454,0.9720568,0.9565131,0.00926028,0.9453459,0.8203896,0.01067708,0.8975635,0.1623214,0.08577721,0.008557322,0.355061,0.4652673,0.9309914,0.8206273,0.02134904,0.840851,0.841636,0.9431614,0.07526596,0.9409929,0.9658413,0.8315749,0.9586756,0.01098683,0.8400031,0.769299,0.6638138,0.01012209,0.01373743,0.85588,0.6896658,0.5795434,0.02424679,0.868984,0.8353435,0.01086256,0.40705,0.9682028,0.656247,0.5197423,0.06201172,0.004539154,0.005001134,0.1344676,0.2414699,0.2043193,0.3283326,0.03888507,0.007278481,0.9652808,0.008377167,0.02612563,0.749184,0.1225566,0.954731,0.07773304,0.9190564,0.7759864,0.5524413,0.1802836,0.9500451,0.9236082,0.9095362,0.3631262,0.8714729,0.6803409,0.9180221,0.007150039,0.8201232
