"","cg05533922","cg05238843","cg10401223","cg09447640","cg17414971","cg10351360","cg13841043","cg12961175","cg26532087","cg23261533","cg10655125","cg21808985","cg08717168","cg21699868","cg22629941","cg12997640","cg11927004","cg12777530","cg07711600","cg18374944","cg08492515","cg17502102","cg03260858","cg08219548","cg07750690","cg26382680","cg24224180","cg02673680","cg08709087","cg08909934","cg01755841","cg06001803","cg27153146","cg05017379","cg25784611","cg09024948","cg11420269","cg01727409","cg08406749","cg15524170","cg17810601","cg24911714","cg26029058","cg10637657","cg21195480","cg22524462","cg22199238","cg13538749","cg07345911","cg00775816","cg13102418","cg22510961","cg03040092","cg14841103","cg15765046","cg17346974","cg16488105","cg17292712","cg03234023","cg17741937","cg20075042","cg10223464","cg17139988","cg14736971","cg04549489","cg19888581","cg05217838","cg10894567","cg09296845","cg03741773","cg19903593"
"DLB27",0.2441079,0.9248963,0.9247468,0.8405165,0.9453991,0.9890994,0.8746186,0.9297224,0.9332286,0.9869788,0.9785735,0.9003165,0.8574812,0.8287865,0.8400052,0.9216073,0.9552198,0.9585952,0.8562689,0.9408374,0.01215367,0.9284913,0.8424461,0.9779688,0.8406568,0.8955781,0.933175,0.9225148,0.9635521,0.8808611,0.4033799,0.9458897,0.9468017,0.0137205,0.7717743,0.8936942,0.8912141,0.9152323,0.9663563,0.769299,0.9524428,0.8385339,0.7971559,0.928181,0.9527985,0.9543752,0.6986715,0.9478109,0.931155,0.814383,0.9695444,0.6183759,0.7033042,0.6616045,0.9352101,0.3933323,0.8708638,0.946615,0.9880358,0.8211487,0.8942008,0.9056319,0.8957592,0.9694771,0.9321171,0.9794241,0.9460369,0.9316234,0.9894819,0.9753203,0.8870598
"PD18",0.2851135,0.8654545,0.9457569,0.9206754,0.949287,0.8850697,0.9368757,0.9478461,0.9728055,0.9607677,0.9746562,0.9481763,0.9009362,0.9283157,0.7706626,0.9502027,0.9692315,0.890317,0.8594505,0.929357,0.003064752,0.955578,0.8703547,0.9764082,0.9223694,0.9161588,0.9540683,0.9371974,0.9719028,0.9442753,0.3916641,0.9582352,0.972696,0.01475296,0.8477737,0.8953151,0.9167412,0.8255005,0.9586414,0.7628321,0.9488688,0.9039229,0.8584188,0.9345038,0.9711233,0.9488869,0.7000917,0.9674698,0.8427665,0.8715118,0.9586478,0.5306614,0.7628634,0.763599,0.8900483,0.3746359,0.9241857,0.9283831,0.9872921,0.8353061,0.9098764,0.9380933,0.9111934,0.9783031,0.9603731,0.9553008,0.9489437,0.9714748,0.9337791,0.985652,0.9318504
"CTRL20",0.299,0.9281564,0.9496289,0.8747382,0.9525317,0.9677559,0.8730055,0.9552372,0.9449747,0.9493232,0.9870938,0.9170143,0.864873,0.7994397,0.9170984,0.9321804,0.9552191,0.9000967,0.8711254,0.9350616,0.008169295,0.9440747,0.819726,0.9714694,0.9122985,0.8815961,0.9421902,0.9104874,0.9734087,0.9010563,0.3970759,0.9473313,0.94256,0.0218265,0.8606685,0.9420657,0.8831627,0.9274279,0.9579874,0.8287536,0.9488554,0.8900603,0.8350311,0.9356105,0.9622332,0.9424616,0.5797542,0.9421236,0.9427684,0.8034042,0.944531,0.6737593,0.8177287,0.6490655,0.9738722,0.3585006,0.8259631,0.9519645,0.9856839,0.8211231,0.87214,0.91698,0.9156974,0.9712451,0.9576099,0.9688427,0.9506418,0.953076,0.9468534,0.9765172,0.9143728
"PDD50",0.3052991,0.9447073,0.8725856,0.8846181,0.9425074,0.9392568,0.907729,0.947453,0.9328686,0.9831315,0.9755899,0.9306264,0.8446935,0.8000602,0.8960838,0.9340864,0.9671935,0.984414,0.8475668,0.9493129,0.01039819,0.9409521,0.8233324,0.9831074,0.8656547,0.8645741,0.9120996,0.8496158,0.9817087,0.9031707,0.4090991,0.9497961,0.9548481,0.01034756,0.8203292,0.9016717,0.8476939,0.9042711,0.9456913,0.7248177,0.9456597,0.840122,0.8167421,0.9514197,0.9370096,0.9196319,0.5457161,0.9668684,0.9695188,0.8075618,0.9525931,0.5898248,0.8192723,0.6401838,0.9172152,0.2536622,0.8849898,0.9438628,0.9697696,0.7399823,0.8979164,0.8971861,0.8438313,0.9736238,0.9055915,0.9809084,0.9437713,0.9314264,0.9371542,0.9884192,0.9178358
"DLB21",0.2344803,0.930605,0.9489617,0.8417348,0.9494292,0.8651433,0.879609,0.9286083,0.9247854,0.9700913,0.9677594,0.9548142,0.8620657,0.8678942,0.8880025,0.932582,0.9787534,0.9442529,0.9130601,0.9694274,0.006510099,0.9523454,0.7930203,0.9873217,0.8329913,0.9168388,0.9307306,0.9407732,0.9859813,0.9353906,0.3803076,0.9617273,0.9764428,0.01465964,0.8706745,0.9293537,0.8221645,0.9040216,0.9829215,0.78828,0.951083,0.859156,0.8023068,0.9490413,0.9268782,0.9664083,0.5529532,0.9602012,0.945532,0.8140363,0.9789868,0.6039212,0.6790602,0.6138633,0.9636162,0.3150968,0.8162126,0.9504337,0.9872733,0.7857548,0.8631263,0.9048377,0.885246,0.982408,0.9494849,0.9790301,0.9519704,0.9319704,0.9650628,0.9687177,0.890645
"CTRL53",0.3519689,0.91296,0.9580235,0.9055308,0.9494535,0.9356344,0.9223382,0.9198842,0.9353035,0.9786464,0.9772966,0.902055,0.8878164,0.7853105,0.9245939,0.9415029,0.9613569,0.9374337,0.8836816,0.932426,0.003757546,0.9500504,0.8467887,0.982601,0.8672959,0.9367403,0.9501364,0.9394063,0.9855278,0.9328041,0.3860065,0.9545399,0.969564,0.01383683,0.8700611,0.9092473,0.8909819,0.8910061,0.9709891,0.8099229,0.9541271,0.9109326,0.8208123,0.9550679,0.9699867,0.9217713,0.5846549,0.9577914,0.9455016,0.848995,0.958185,0.669729,0.7085528,0.7040706,0.9425251,0.4127913,0.9186773,0.9622284,0.9765571,0.8397009,0.9004864,0.8916585,0.9223998,0.9712706,0.945736,0.9643924,0.9590403,0.9683,0.9631256,0.9859843,0.9382021
"CTRL65",0.2449329,0.9233517,0.9438656,0.8276694,0.9595885,0.9570058,0.8574709,0.9431558,0.9642105,0.9754073,0.9830112,0.9291067,0.8600969,0.8996343,0.9094864,0.9263314,0.9650803,0.9777358,0.9303662,0.9180408,0.004678333,0.9190193,0.85908,0.9891646,0.8272582,0.8974691,0.9644407,0.9342073,0.9768423,0.9337774,0.4382633,0.973558,0.9781718,0.01395945,0.8737116,0.8740679,0.8745451,0.8825788,0.9576286,0.8213994,0.9550883,0.8856683,0.9064475,0.9555151,0.9410164,0.932835,0.590758,0.9764555,0.9188471,0.8005083,0.962255,0.5868013,0.7472099,0.6955746,0.8632169,0.4192049,0.8477309,0.9408984,0.982858,0.8755136,0.9240043,0.9131183,0.8289234,0.9581397,0.9541899,0.9815853,0.9644158,0.9674744,0.9357976,0.9805495,0.9286828
"PD38",0.3810592,0.9373328,0.9316515,0.8758848,0.9633023,0.9484047,0.8838861,0.9449163,0.9636099,0.9792984,0.9771607,0.921908,0.9114308,0.8469794,0.8445355,0.9348537,0.9735576,0.9520315,0.9090949,0.9359906,0.01237015,0.9633734,0.8870944,0.9718111,0.8430169,0.9344915,0.9407528,0.9321431,0.9786812,0.9515348,0.3827114,0.9735802,0.9737065,0.02418157,0.8558878,0.846972,0.894687,0.9226671,0.9709831,0.8259136,0.9478998,0.913708,0.8894091,0.9639221,0.9398285,0.9470635,0.6908968,0.9614256,0.9514547,0.8346341,0.9587042,0.6548216,0.7016309,0.7508278,0.9532124,0.3941301,0.862133,0.9560097,0.9839253,0.8645262,0.9154838,0.8923547,0.8172227,0.9826494,0.9462956,0.9747953,0.9620544,0.9510363,0.9233907,0.9792036,0.9351126
"CTRL18",0.3089489,0.9076749,0.9510255,0.9039878,0.9315262,0.9732915,0.9034925,0.945096,0.9594044,0.9838741,0.98761,0.9079289,0.8715944,0.7814249,0.9520582,0.9529543,0.9663566,0.9692779,0.8264353,0.916795,0.005300483,0.9306856,0.8435077,0.9754859,0.849761,0.8965754,0.9401739,0.9217303,0.9678283,0.9315498,0.4152071,0.9702824,0.963568,0.01743437,0.8413002,0.9382773,0.9166088,0.9274902,0.9570169,0.7771263,0.9634607,0.8428274,0.8521069,0.9228831,0.9531723,0.9437877,0.557694,0.9586216,0.9247186,0.8678262,0.9531215,0.7225396,0.837062,0.67111,0.9639745,0.3210009,0.8711973,0.9607949,0.9791288,0.7571291,0.881769,0.9100589,0.9107105,0.9788519,0.9437401,0.9800085,0.9500531,0.9375805,0.9733837,0.9714485,0.9281819
"PDD36",0.3041977,0.9328408,0.9529311,0.9111346,0.9642395,0.9163163,0.8205761,0.9352742,0.9590348,0.9557588,0.9766086,0.9406877,0.9024365,0.922062,0.9443376,0.9540636,0.9753813,0.9568426,0.9044106,0.9285466,0.003019154,0.9544468,0.8790726,0.979329,0.841459,0.9475543,0.9572366,0.8865935,0.990102,0.9577985,0.4109033,0.9639735,0.975177,0.02599381,0.8863883,0.9305853,0.9066786,0.8239865,0.9800436,0.7840452,0.968804,0.915237,0.8795745,0.9568521,0.9585316,0.9505133,0.656242,0.9406205,0.9318043,0.882408,0.9610231,0.5975589,0.7092717,0.6945055,0.9222553,0.4358428,0.9237622,0.9766316,0.9842779,0.8408773,0.9207549,0.9176776,0.7939504,0.9829594,0.9567402,0.9356998,0.9584414,0.9433076,0.9608017,0.9727537,0.9284568
"PDD64",0.2922936,0.8986063,0.9049396,0.9202966,0.9826489,0.9066511,0.9497859,0.9375985,0.9697487,0.9957716,0.9809595,0.9399674,0.8990273,0.8927458,0.9188536,0.9557154,0.970776,0.9230903,0.8944157,0.9455958,0.006092169,0.9599735,0.8635967,0.9846307,0.9046056,0.9394659,0.9610408,0.9536328,0.9807289,0.9400632,0.3721077,0.9784768,0.9814095,0.01426906,0.9137976,0.9370638,0.8849465,0.9284933,0.9784552,0.8135406,0.9547393,0.8823825,0.8918626,0.9646707,0.9576954,0.9751206,0.707398,0.9567837,0.9536013,0.9065873,0.9579749,0.577881,0.7887288,0.7452012,0.9508625,0.4246569,0.9196408,0.9648858,0.9887847,0.840996,0.9408127,0.9327936,0.8846732,0.9891124,0.9645304,0.9782406,0.9790448,0.9628682,0.9558795,0.9839056,0.9374634
"PD42",0.3654395,0.9034548,0.9630479,0.888731,0.9547098,0.9565857,0.924756,0.9332465,0.9546067,0.9610483,0.9811882,0.923169,0.8270869,0.9006091,0.9083433,0.9517113,0.951024,0.9579209,0.8628827,0.9344808,0.01150662,0.9300199,0.871349,0.9809138,0.8529669,0.8894265,0.9616022,0.9284366,0.9687046,0.8828435,0.3802555,0.9670219,0.9764591,0.01746671,0.8373889,0.9338307,0.9269681,0.860707,0.9598965,0.8074962,0.9577853,0.8757432,0.8790252,0.9300714,0.9142628,0.9230364,0.6702153,0.9726079,0.9248358,0.8730148,0.9696383,0.7300046,0.7619152,0.641192,0.9053002,0.3615925,0.8816105,0.947805,0.9864806,0.7681107,0.8990275,0.9007298,0.9460984,0.9672637,0.9128489,0.9574286,0.9355928,0.9514253,0.9793811,0.979686,0.9137411
"PDD33",0.2981369,0.8958575,0.9567108,0.9158305,0.9734033,0.9429483,0.8793157,0.9369903,0.9694175,0.9689342,0.976437,0.9340357,0.878209,0.930579,0.9218811,0.9577231,0.9478652,0.9024272,0.8643219,0.9302283,0.005923184,0.9582418,0.8458307,0.9777951,0.8919315,0.9227417,0.9115035,0.9542571,0.9809965,0.926165,0.3826285,0.9584667,0.9679292,0.01302549,0.8599399,0.8822687,0.8789506,0.873308,0.9728161,0.7176046,0.9654557,0.9040563,0.8679641,0.9583283,0.9568353,0.9139758,0.7412645,0.9644037,0.8486362,0.8650927,0.9679048,0.5779806,0.7709566,0.7331713,0.9249003,0.2874588,0.8921551,0.9409636,0.9846133,0.7423353,0.9331874,0.9081058,0.9360482,0.9673912,0.9447179,0.9553992,0.9563081,0.9741867,0.9906852,0.987881,0.9145465
"PDD65",0.323004,0.9450549,0.9667865,0.8852871,0.9488676,0.9466943,0.8940039,0.9403727,0.9617964,0.984059,0.9800583,0.928508,0.9022591,0.8211123,0.9322545,0.9543737,0.9662689,0.9802191,0.8817716,0.9232386,0.006395408,0.9567251,0.887021,0.9928195,0.8861593,0.9141219,0.9378832,0.9548078,0.9573683,0.937611,0.3906532,0.9591218,0.9740792,0.01556677,0.8719297,0.899303,0.8732835,0.9284214,0.9756907,0.8274511,0.9556098,0.8878269,0.8103667,0.9504874,0.9463166,0.9418588,0.7041286,0.9593859,0.9553596,0.8845521,0.9700803,0.6196498,0.7125415,0.7488216,0.9391105,0.4223244,0.8813414,0.960053,0.9876857,0.8218546,0.8874047,0.9003726,0.8208685,0.9721817,0.9438115,0.9665339,0.9710555,0.9299265,0.9734957,0.9920992,0.9525109
"PD62",0.2800378,0.8887102,0.9511557,0.8822967,0.9377432,0.9430481,0.8044818,0.940918,0.9685626,0.9719112,0.993692,0.9584886,0.8940924,0.8367793,0.9057237,0.9438759,0.9606646,0.9150224,0.8972771,0.9129436,0.01103532,0.9563585,0.8542042,0.9864438,0.9368095,0.9020458,0.9706193,0.8840565,0.9706575,0.9452574,0.4343355,0.9571194,0.980642,0.02051332,0.9081912,0.9123006,0.9027074,0.8631987,0.9590801,0.7771479,0.9607982,0.8701347,0.8564153,0.956297,0.9805578,0.9513274,0.7373914,0.9644292,0.9339028,0.8522808,0.9708533,0.6071067,0.7739726,0.6842805,0.9396764,0.3286145,0.8425286,0.9557831,0.9767177,0.8010646,0.9312139,0.9158853,0.9130843,0.9633597,0.9453486,0.9813852,0.9585776,0.9217068,0.9615848,0.9830012,0.9566651
"PDD77",0.3134914,0.9069921,0.9493217,0.8848662,0.9516974,0.9506563,0.9385051,0.9693198,0.9638591,0.9678797,0.9804905,0.9500734,0.9046908,0.9079111,0.9492946,0.9240264,0.9635375,0.9645222,0.9304994,0.9518992,0.00458656,0.959958,0.9059605,0.9830271,0.9177433,0.9409993,0.9599663,0.9340395,0.9837955,0.9358993,0.4308063,0.9690954,0.9799932,0.01538423,0.889841,0.8766371,0.8968556,0.9333693,0.9721397,0.8875192,0.9513443,0.9071847,0.8767511,0.9525901,0.9414349,0.9454055,0.7093752,0.970298,0.9176407,0.8666438,0.975236,0.6706428,0.8144591,0.7455697,0.9468038,0.4144796,0.8707007,0.9712631,0.9857309,0.8601955,0.913232,0.9499604,0.7731676,0.9728124,0.946141,0.9848313,0.9588009,0.9462225,0.9446779,0.9788965,0.9482368
"PDD2",0.2942281,0.8813953,0.9404886,0.9077922,0.9738136,0.8346931,0.8969786,0.9103093,0.9703372,0.9632856,0.9634105,0.9413399,0.9111892,0.8352877,0.8664588,0.9691069,0.7664465,0.9225007,0.9075726,0.9103117,0.0121733,0.9457059,0.9263676,0.9748451,0.9192734,0.9285038,0.9461465,0.9528845,0.9481946,0.9261307,0.3833579,0.9566614,0.9626237,0.01658316,0.9107595,0.889617,0.9290447,0.9240247,0.9619533,0.7968004,0.9690141,0.9101662,0.873133,0.9660134,0.9477144,0.9274545,0.6736701,0.9654237,0.9028707,0.8717397,0.9635373,0.662247,0.834405,0.719124,0.8902858,0.4234437,0.8873336,0.970493,0.9914487,0.8515621,0.9583576,0.9380934,0.9511367,0.9765687,0.9535031,0.9346572,0.9717846,0.9525625,0.9605793,0.9769431,0.9355792
"PD25",0.3129455,0.9015252,0.949711,0.9555809,0.9621216,0.7766105,0.9245026,0.9527406,0.9624412,0.9755684,0.9809937,0.9567689,0.8940856,0.8861151,0.8878988,0.960039,0.9636608,0.930822,0.8516267,0.934616,0.009819015,0.9617131,0.8396154,0.9812795,0.8412573,0.9142455,0.9704392,0.9276188,0.9784962,0.9322276,0.3480514,0.9769094,0.9686952,0.0136286,0.8862416,0.9309951,0.9149518,0.8482762,0.9844098,0.7969501,0.9681859,0.9168719,0.8640409,0.9532481,0.956399,0.9539788,0.5480179,0.9575406,0.8648604,0.8833572,0.9701469,0.7172275,0.836639,0.6978772,0.8891308,0.3775291,0.865357,0.9720438,0.9927025,0.7951142,0.9328548,0.9326092,0.9701873,0.9924357,0.9410744,0.9505646,0.9671223,0.9681102,0.9869187,0.9945123,0.9516396
"DLB14",0.3567797,0.881574,0.9528487,0.9279057,0.9647863,0.8824447,0.8973364,0.9540034,0.9495663,0.9736324,0.985461,0.9212581,0.9153949,0.8594123,0.8533684,0.946114,0.7220001,0.9600898,0.8931581,0.8942039,0.004573627,0.9555213,0.8618225,0.9792665,0.8411921,0.9239219,0.9403956,0.9404519,0.9722992,0.9608028,0.3828761,0.9519249,0.9717781,0.01385612,0.882787,0.8783024,0.8937321,0.9125242,0.9631535,0.8096093,0.9585268,0.9172038,0.860987,0.9671865,0.9595576,0.9533494,0.6781656,0.9652095,0.928553,0.8344694,0.9768209,0.6397724,0.8059902,0.7793199,0.9280694,0.4244858,0.888867,0.9746882,0.9869552,0.8384312,0.9230497,0.8986103,0.8791422,0.9747861,0.9287223,0.9792939,0.9522868,0.9520176,0.9819861,0.9772673,0.9114214
