"","cg17805199","cg07996485","cg10138044","cg23834525","cg23657782","cg21951848","cg13874979","cg05348770","cg06952719","cg06998282","cg14904079","cg00140235","cg05313680","cg00391977","cg23882019","cg13690038","cg20357416","cg14723638","cg15175129","cg14318068","cg01674530","cg12372924","cg21598294","cg09060462","cg07253510","cg08467643","cg24665412","cg11280964","cg11163901","cg18127922","cg02941135","cg02097462","cg18880384","cg01947949","cg14144850","cg14856606","cg04030905","cg22181664","cg10762038","cg11312462","cg02853470","cg25936334","cg01753595","cg16985117","cg27312391","cg20936920","cg24517989","cg11971077","cg12635019","cg08368441","cg26115216","cg17159550","cg05788267","cg09584003","cg13773306","cg22364932","cg16941122","cg16959863","cg13871037","cg24855045","cg14350358","cg07755528","cg03321592","cg22200330","cg14855519","cg03967521","cg07642754","cg08485937","cg00901585","cg25284031","cg06410591","cg23092527","cg22053720","cg25981350","cg21595526","cg09508356","cg20075042","cg08685832","cg05652783","cg20850582","cg24683035","cg19259574","cg15283292","cg15197657","cg24767698","cg07904447","cg00271390","cg10687936","cg24384430","cg18014247","cg23411587","cg00612672","cg03678860","cg10657611","cg05747963","cg16085649","cg22806431","cg15310800","cg11341440"
"PD61",0.6861185,0.9236826,0.7963147,0.0469635,0.9782993,0.9742231,0.9720513,0.9510899,0.02429798,0.01563829,0.9035741,0.01110547,0.7660075,0.421734,0.6873303,0.02256827,0.7305399,0.7025283,0.1662259,0.8831147,0.6009358,0.9652827,0.9791123,0.04452756,0.964315,0.8725914,0.9332183,0.04098575,0.008697411,0.2938685,0.53608,0.7310336,0.5194194,0.03026209,0.9256471,0.8817412,0.01130038,0.9336736,0.8649454,0.8367583,0.871157,0.05674469,0.2801716,0.8558331,0.9752336,0.9500144,0.6332673,0.007755373,0.1077248,0.02459863,0.8149165,0.5151506,0.9352145,0.6242118,0.7013232,0.9790714,0.6372643,0.9081363,0.9639844,0.7043041,0.8384693,0.6190887,0.04306891,0.01966821,0.1861191,0.003883872,0.7275328,0.9279993,0.8015602,0.7595106,0.1516401,0.9647863,0.630594,0.4412586,0.01058247,0.676533,0.9473095,0.9308177,0.9417161,0.02489199,0.01005545,0.01974963,0.9192701,0.3885502,0.9023034,0.03212169,0.9386609,0.9652716,0.05587862,0.01320599,0.9237953,0.8516137,0.8398262,0.9386487,0.9540164,0.3425571,0.587512,0.9111954,0.8223185
"CTRL11",0.5923826,0.9451969,0.8771816,0.0749091,0.9598126,0.9574204,0.9562854,0.9538442,0.01703524,0.02548028,0.934216,0.005325133,0.7838887,0.5062873,0.6080255,0.009016907,0.7639806,0.6499889,0.2940911,0.8865523,0.5421005,0.989567,0.9802565,0.05927733,0.9473253,0.7904747,0.9145797,0.03565539,0.009406399,0.3584968,0.7273934,0.8167723,0.5321492,0.05588453,0.8463105,0.8146841,0.01119633,0.9628136,0.8572321,0.9138639,0.9233786,0.04414026,0.3253803,0.8975462,0.978187,0.9534357,0.6449904,0.009785676,0.1143479,0.01700138,0.8703249,0.5293721,0.9504228,0.6483577,0.5761838,0.9567557,0.6241837,0.9475631,0.9445446,0.8055513,0.8720988,0.5942119,0.03631518,0.03136907,0.1316593,0.008473348,0.7690831,0.9576894,0.8557912,0.7267793,0.1873224,0.946079,0.6904223,0.6455806,0.005106127,0.6370309,0.9165683,0.9544014,0.9152785,0.01658764,0.01052296,0.03213603,0.9255948,0.4268298,0.9399527,0.02466191,0.9619233,0.8855583,0.06081874,0.01006003,0.9516123,0.8387246,0.886732,0.9230259,0.9656241,0.464559,0.6097726,0.9240205,0.9303146
"CTRL40",0.7539361,0.924339,0.8905081,0.1142606,0.959878,0.9668735,0.9578705,0.9575793,0.02016924,0.03808675,0.8863694,0.006872407,0.8415483,0.4844127,0.6960696,0.01152101,0.7551746,0.7308903,0.2604377,0.8350273,0.5713458,0.9803891,0.9657931,0.04759005,0.9656737,0.8792101,0.9093264,0.03465598,0.009918393,0.3437803,0.5071527,0.7321835,0.5439645,0.04177913,0.8479451,0.8502912,0.01878637,0.912833,0.9154219,0.8710183,0.843991,0.06291718,0.3345787,0.9179837,0.9804354,0.9845137,0.7105477,0.007370437,0.2048346,0.01614136,0.8689146,0.5748248,0.9525362,0.6612333,0.7152589,0.955324,0.607307,0.8827577,0.9569649,0.6900114,0.8852647,0.598537,0.04805547,0.02368631,0.07201691,0.005989984,0.6539699,0.9402278,0.8717057,0.8402685,0.1394187,0.9754702,0.7242162,0.4313947,0.007015246,0.6303364,0.908663,0.9267049,0.9370964,0.0290566,0.01147656,0.03027123,0.9312293,0.4208339,0.8973157,0.04447602,0.9379156,0.9389261,0.07262673,0.01385373,0.9504885,0.8561977,0.8756017,0.9432813,0.9592262,0.5206534,0.6079581,0.9428706,0.8794079
"DLB35",0.7481375,0.952391,0.8883717,0.1302103,0.9772198,0.9667113,0.964925,0.9532978,0.01813349,0.02191904,0.9146961,0.008439898,0.799659,0.4714176,0.6699562,0.0252549,0.7118683,0.6769786,0.2563516,0.7944983,0.5551259,0.9486878,0.9567128,0.05805728,0.9472404,0.8753266,0.9236438,0.02948385,0.0008459521,0.3543754,0.593219,0.8267442,0.537868,0.04863222,0.839938,0.8833104,0.02036488,0.926509,0.881899,0.8663536,0.877647,0.06319862,0.356651,0.8680549,0.9711582,0.9327843,0.6716302,0.006922144,0.1759366,0.01788539,0.7133456,0.5750499,0.9321197,0.7445216,0.6700287,0.9802768,0.6008183,0.9256309,0.9400913,0.724496,0.8586084,0.6028984,0.04933025,0.04216286,0.1925987,0.004011901,0.6855414,0.9489288,0.8620829,0.8066432,0.1543476,0.9710252,0.6988271,0.5689927,0.01392758,0.6559557,0.9212074,0.9194692,0.925761,0.03052689,0.009869612,0.02641755,0.9106368,0.422435,0.8813981,0.03030524,0.9235394,0.9671436,0.07264111,0.0110039,0.9363166,0.8677407,0.8165753,0.9248908,0.9511959,0.3483224,0.6732009,0.9489147,0.8699917
"PD9",0.7329142,0.9306561,0.8360218,0.09221457,0.9192146,0.9309978,0.9605292,0.9545273,0.03848576,0.05433532,0.9407446,0.01039817,0.7871246,0.4543751,0.7180214,0.03311746,0.7224409,0.6858464,0.1738017,0.8443583,0.4821851,0.9282316,0.9468591,0.09635329,0.9285336,0.8368856,0.9283734,0.04696614,0.02358408,0.3598426,0.5316857,0.7577459,0.5058682,0.0339451,0.8514646,0.8651314,0.01825157,0.8941518,0.9161099,0.8328271,0.8794865,0.07795777,0.2883191,0.8555738,0.9527027,0.9340738,0.7304377,0.01043062,0.1792161,0.02000256,0.8908006,0.5741485,0.9527326,0.7191571,0.6391058,0.9318517,0.6468841,0.8780518,0.9281366,0.7625338,0.8376981,0.5626346,0.04630176,0.02825885,0.175109,0.01386296,0.7116421,0.8571328,0.8580204,0.7971739,0.1651835,0.9535792,0.7070031,0.5502501,0.01884058,0.647236,0.9287463,0.9394347,0.9393084,0.02445679,0.01399515,0.02273998,0.9361866,0.384263,0.948499,0.03110689,0.9475052,0.9280008,0.1269793,0.01624757,0.94844,0.9015395,0.8698405,0.9104242,0.9646589,0.4221697,0.640979,0.9046211,0.8782
"CTRL79",0.6494602,0.9397866,0.9017182,0.06675462,0.9409873,0.9200048,0.9647144,0.9814812,0.02015083,0.0336242,0.9502789,0.005872894,0.7466409,0.3930392,0.6679735,0.01114912,0.8226161,0.6815751,0.1899326,0.8649134,0.4976918,0.9876166,0.9687982,0.06508902,0.9302654,0.8661654,0.8750767,0.04903603,0.006090731,0.3612014,0.4963456,0.7718915,0.4835114,0.05509012,0.9024726,0.8382616,0.01639318,0.9304785,0.8907715,0.9155943,0.8680213,0.04001459,0.321373,0.8559994,0.9640758,0.9238274,0.7609722,0.005210888,0.1371691,0.02150769,0.914494,0.5722824,0.9074051,0.6353119,0.7563936,0.9852812,0.642882,0.9166238,0.9337335,0.6628295,0.8844994,0.5320467,0.02568834,0.03242127,0.1005395,0.003315874,0.736938,0.9373793,0.9023263,0.8286975,0.05083902,0.9424466,0.7008481,0.5795702,0.005547379,0.6100121,0.9551726,0.9655946,0.9629866,0.01817074,0.01023947,0.02200106,0.9222759,0.3670023,0.8749536,0.02666043,0.9639333,0.9452034,0.05708862,0.01353617,0.9644977,0.9128674,0.9076718,0.966125,0.9625985,0.3263951,0.6669442,0.9320891,0.9142346
"PDD61",0.7471504,0.954291,0.7875974,0.09883751,0.9810535,0.9552739,0.9553987,0.9635401,0.04487856,0.01680915,0.8871357,0.01184366,0.7676438,0.422569,0.7024493,0.02235355,0.7194038,0.767843,0.2065747,0.8170923,0.6152728,0.9651435,0.9689054,0.06189542,0.9506598,0.880934,0.9225891,0.0419871,0.00746675,0.3302314,0.5659868,0.781878,0.5049925,0.01462166,0.899478,0.8523647,0.01479632,0.9058288,0.8813882,0.8655715,0.8509931,0.06398206,0.3189205,0.8462108,0.9767841,0.9578636,0.6799915,0.01189931,0.1926565,0.01534155,0.8618774,0.6080541,0.9381578,0.6520683,0.6573514,0.9867629,0.6378997,0.898322,0.9282614,0.6613676,0.7886438,0.629155,0.03456747,0.02700325,0.2236722,0.005520044,0.6783537,0.9574669,0.7993217,0.8485423,0.1635691,0.9608563,0.6872813,0.5281782,0.01291838,0.6958655,0.891926,0.9070915,0.9298936,0.03099743,0.007899777,0.02956105,0.9102933,0.4279396,0.8803431,0.02887044,0.9159631,0.9375688,0.0463504,0.01447714,0.9458989,0.9149346,0.783324,0.9595447,0.9371235,0.4189507,0.6871729,0.9159185,0.8694523
"PD56",0.7375038,0.9627046,0.8638833,0.05722992,0.9638962,0.9369025,0.9695588,0.9672598,0.03205981,0.03254955,0.9208049,0.005712612,0.8614238,0.4480966,0.6111998,0.01572158,0.768111,0.7663501,0.1614858,0.852132,0.5413819,0.974833,0.9753,0.05196447,0.9636514,0.8738403,0.9103279,0.020975,0.008473997,0.3318562,0.5712342,0.8552835,0.5784626,0.06382979,0.892815,0.8685698,0.02007764,0.905761,0.861327,0.8833068,0.8878994,0.0497676,0.2972669,0.8936217,0.9767067,0.9664009,0.749248,0.001804004,0.1152831,0.01791751,0.7683524,0.6301865,0.9481547,0.746629,0.7449404,0.9809001,0.6520888,0.9338207,0.9386646,0.6911213,0.81913,0.5700042,0.03934454,0.01535491,0.1552703,0.003397604,0.6674682,0.9408515,0.8666598,0.8301149,0.08017141,0.97828,0.6789165,0.5615543,0.003157375,0.5773787,0.9582565,0.9494102,0.9448445,0.01785327,0.003776202,0.02782848,0.9395328,0.4286623,0.8841108,0.03155934,0.9628887,0.9409033,0.09275614,0.008923568,0.9454063,0.8986966,0.8292088,0.9625685,0.955457,0.3491242,0.7078094,0.9605125,0.8953304
"CTRL55",0.7523977,0.9230546,0.9078163,0.06820899,0.9533286,0.9463603,0.9643943,0.9726341,0.0567861,0.02188557,0.9050749,0.01247588,0.8416919,0.496022,0.5661643,0.01052285,0.7810066,0.8292855,0.2075276,0.7967012,0.582343,0.9761514,0.9740713,0.05457332,0.9409233,0.8981031,0.9049916,0.03817142,0.008298217,0.3664702,0.542736,0.7628341,0.5017793,0.08933508,0.8687494,0.8152139,0.01744676,0.9206513,0.8052835,0.8729149,0.831383,0.05720123,0.3328897,0.8191273,0.9747915,0.9449476,0.7144952,0.002112234,0.2175781,0.01453165,0.9101933,0.5783335,0.9466402,0.6060803,0.7280205,0.9744286,0.5765857,0.893966,0.9458882,0.6739354,0.861443,0.5380631,0.04251311,0.03585457,0.1709531,0.001347978,0.6385378,0.939794,0.8359847,0.8200644,0.1155182,0.9761581,0.6549523,0.4650995,0.004177546,0.6544169,0.8916274,0.9296318,0.9336091,0.02849788,0.01219326,0.02856252,0.9307903,0.4642842,0.8922945,0.02804819,0.8854885,0.9336181,0.0738566,0.01283892,0.9637591,0.8412489,0.8947926,0.939846,0.9381922,0.5169692,0.61912,0.9216823,0.8582173
"CTRL37",0.5609958,0.9546623,0.8877825,0.08379378,0.931138,0.9473543,0.9620531,0.9430928,0.04176161,0.01704195,0.9544222,0.005042385,0.7939117,0.5225489,0.81005,0.01585289,0.4473928,0.6547151,0.2582558,0.9286922,0.660713,0.9812634,0.9617413,0.007514673,0.9569997,0.831639,0.8882451,0.02466468,0.004955828,0.321061,0.697455,0.8421961,0.3888124,0.1196866,0.9695128,0.8134014,0.01076051,0.9303946,0.8700094,0.83505,0.9054279,0.06171694,0.2744981,0.8616776,0.981336,0.9666054,0.6743356,0.0107086,0.0740371,0.01067056,0.9107593,0.650234,0.9570184,0.6404068,0.6252835,0.9433742,0.6680125,0.9362969,0.9454801,0.7731644,0.9294955,0.6488916,0.02495871,0.01498672,0.1220377,0.0001149295,0.818434,0.8953796,0.711443,0.8628689,0.161526,0.9815022,0.6465172,0.659115,0.01111537,0.633509,0.9013993,0.8943867,0.9517589,0.0247184,0.001321768,0.01992914,0.9162665,0.2723972,0.8919745,0.03108778,0.9287008,0.964167,0.1211617,0.01116864,0.9690658,0.7806977,0.9122942,0.9293747,0.9356748,0.3171202,0.7817115,0.9504336,0.87906
"CTRL82",0.708973,0.9268013,0.8083273,0.07858908,0.9677364,0.9658771,0.9806501,0.9539468,0.01595641,0.02934017,0.947551,0.00788004,0.8080898,0.411063,0.6540195,0.02453724,0.7845651,0.6342477,0.2121644,0.8164284,0.557197,0.9598676,0.9766436,0.03913819,0.952455,0.8763414,0.9321434,0.03243076,0.008173599,0.2687043,0.5345803,0.7997896,0.5019364,0.04586002,0.9025071,0.8297499,0.009700635,0.9448791,0.86987,0.8491985,0.9047882,0.06017942,0.2791399,0.8506657,0.977875,0.9624834,0.750809,0.008228303,0.1569641,0.01619015,0.9011968,0.5933786,0.9279627,0.6313132,0.5402634,0.9628755,0.646936,0.9222074,0.9028759,0.7116319,0.8246755,0.6083475,0.04168505,0.01745652,0.1149645,0.00583843,0.713603,0.9325683,0.8324736,0.8309062,0.1484077,0.9635785,0.6837185,0.4517251,0.0005302789,0.5957082,0.9165051,0.91587,0.9554228,0.01974163,0.008972597,0.03093658,0.9075236,0.3785184,0.8665569,0.02361805,0.9540503,0.9584707,0.03650616,0.01211568,0.9556178,0.8737703,0.8525081,0.9737173,0.9705332,0.3883873,0.5488545,0.9249469,0.8907841
"CTRL32",0.7159735,0.9556582,0.8902838,0.1204823,0.9259849,0.9455124,0.9713569,0.9378746,0.02335485,0.01575138,0.9571681,0.01080305,0.8391805,0.551991,0.8226914,0.02216749,0.7166692,0.6430897,0.3423709,0.9264698,0.6244367,0.9716229,0.9655767,0.02358627,0.9558356,0.8712234,0.9109322,0.05122243,0.009724187,0.3671887,0.7618948,0.8663999,0.4256914,0.04569378,0.9714068,0.8658962,0.01956417,0.9130168,0.8717309,0.8625517,0.9252016,0.06111929,0.2364788,0.9023791,0.971122,0.958505,0.7701126,0.01093669,0.1253413,0.01618962,0.9241257,0.7373309,0.9415174,0.7098222,0.7323803,0.9710865,0.6861629,0.9444171,0.9502716,0.7754235,0.932715,0.6193628,0.06328549,0.02284644,0.1277555,0.004106886,0.8436544,0.9539693,0.8197509,0.7800872,0.1759178,0.948075,0.5902188,0.7090571,0.0111968,0.645598,0.8803814,0.9426352,0.8584716,0.03255657,0.006459705,0.02512918,0.931007,0.3496344,0.8934653,0.02756186,0.9553458,0.9586043,0.1918572,0.007650624,0.9663331,0.8124534,0.9006336,0.9037561,0.9470173,0.3565717,0.7633395,0.9138216,0.9081301
"PD2",0.6589165,0.9307078,0.8815252,0.169731,0.9439579,0.9383324,0.968069,0.9596769,0.0228424,0.1222624,0.9420134,0.01514415,0.8541787,0.5359688,0.8226731,0.03036784,0.7853489,0.7029915,0.3007731,0.90986,0.6945255,0.943801,0.9706959,0.1428859,0.9277164,0.8884596,0.9109744,0.09124341,0.01786408,0.3280423,0.656573,0.9086277,0.5077526,0.03511572,0.9004767,0.9017187,0.03444994,0.9098323,0.9099509,0.8444548,0.8922289,0.05255057,0.2851946,0.9023255,0.9633176,0.9072043,0.6682255,0.01067974,0.0764955,0.01768786,0.863825,0.7190319,0.9244128,0.8052221,0.6156644,0.9572992,0.6583903,0.9406029,0.8704556,0.8264188,0.9247327,0.6709287,0.0554591,0.04675202,0.1762096,0.003716305,0.8291813,0.9149375,0.8714098,0.8835116,0.1993804,0.9485917,0.7210565,0.592283,0.01445523,0.6836399,0.9352999,0.9353039,0.8580173,0.03202218,0.01581538,0.03894582,0.947035,0.3565768,0.8813105,0.03303943,0.9479447,0.9261066,0.1529539,0.01475093,0.9301994,0.8703528,0.842927,0.9095913,0.9493659,0.4053944,0.7802269,0.9560159,0.8789561
"PD54",0.6639191,0.9173036,0.8593442,0.06395746,0.9825531,0.9542828,0.9575236,0.9723787,0.03282239,0.01310847,0.8938915,0.003982503,0.7980215,0.4405097,0.6261185,0.01190721,0.7698083,0.5932959,0.2285887,0.8794679,0.5422415,0.9865394,0.9820275,0.09436695,0.9561187,0.880678,0.8990825,0.03176969,0.007279288,0.2992236,0.5203551,0.7590806,0.5224551,0.038369,0.9241472,0.8484566,0.00554055,0.9044527,0.8875178,0.8548864,0.8817072,0.06574222,0.2857528,0.9134845,0.9773578,0.9542815,0.6255551,0.003507068,0.142044,0.02134004,0.8027523,0.6216139,0.9402183,0.6227386,0.7937835,0.9849364,0.5850235,0.9028821,0.9446848,0.7433148,0.864598,0.5171082,0.03808371,0.02088195,0.1923114,0.003395127,0.7922335,0.942096,0.8508433,0.8060762,0.1221589,0.9756552,0.679692,0.5390676,0.008233982,0.5832083,0.9111634,0.931018,0.8962271,0.01775763,0.01056746,0.02001605,0.9272868,0.4208033,0.8385221,0.02018148,0.9303285,0.9649943,0.07732588,0.008869756,0.9360172,0.8490751,0.9259574,0.9717932,0.9410175,0.4367858,0.6197773,0.9175635,0.876012
"CTRL48",0.6523203,0.90375,0.8234618,0.07031283,0.9702671,0.9533306,0.9458835,0.9634849,0.0323633,0.04088423,0.9071469,0.006129762,0.7191107,0.411608,0.5963947,0.02006579,0.6580758,0.795764,0.2041347,0.7667532,0.491528,0.9856331,0.9671482,0.04064262,0.9333116,0.8657347,0.9253939,0.0354453,0.0126929,0.363792,0.4803109,0.7777109,0.5234224,0.04942178,0.8783993,0.8312363,0.01609486,0.9005048,0.8602268,0.8799021,0.8657519,0.05389004,0.2526568,0.878471,0.9732122,0.9272346,0.687192,0.003291992,0.2323016,0.009680542,0.8545953,0.5427792,0.9321951,0.5965496,0.6568786,0.9628942,0.600952,0.9022068,0.9357761,0.6389992,0.8715539,0.5374771,0.05408774,0.03013532,0.242926,0.008833933,0.6364973,0.9558706,0.8539624,0.7573995,0.1463204,0.9587697,0.6525383,0.5237271,0.01090047,0.6684836,0.9201728,0.9003681,0.9475214,0.02839395,0.0108214,0.02410897,0.9127167,0.4626905,0.8824005,0.03650948,0.9229947,0.933301,0.06425703,0.01041056,0.9490612,0.795822,0.8208645,0.940882,0.951693,0.38425,0.6147829,0.9303828,0.8117081
"PD49",0.6205551,0.9257212,0.7178605,0.05814025,0.9672901,0.9562702,0.9630151,0.9710287,0.03207218,0.02249333,0.9021083,0.004520655,0.6811551,0.4136953,0.6769694,0.01806503,0.6826582,0.6553921,0.1902658,0.7963099,0.6045397,0.9540989,0.9695201,0.0475893,0.8799488,0.885748,0.9145425,0.02229739,0.01136051,0.3067772,0.6213525,0.7640422,0.5572563,0.025982,0.9061389,0.8490333,0.01583217,0.8547237,0.8993567,0.8293294,0.895632,0.04658066,0.2760111,0.9011544,0.9709624,0.9474546,0.6069257,0.003524229,0.1183133,0.02758756,0.8678627,0.6160534,0.9305938,0.6039074,0.6935447,0.9813701,0.629363,0.9387537,0.8924046,0.6804746,0.6831758,0.5711466,0.07758797,0.03303195,0.2029552,0.007957167,0.6870463,0.8863635,0.8842675,0.7758391,0.1019005,0.9594873,0.6189981,0.5248424,0.007007645,0.6883717,0.9263608,0.9311221,0.9580996,0.03322344,0.01704714,0.03190652,0.8854582,0.4004687,0.9160351,0.04805643,0.9331387,0.9565801,0.07199777,0.01935604,0.9641003,0.8976846,0.8375039,0.9479577,0.9433259,0.4178819,0.6520454,0.9062434,0.8271857
"PDD69",0.68409,0.9222704,0.8626365,0.08697767,0.9706278,0.9369119,0.9609523,0.9699743,0.0431998,0.0217607,0.9501415,0.01240711,0.7063333,0.407585,0.6032617,0.0202765,0.7626554,0.6259138,0.186208,0.9234849,0.4915387,0.9888588,0.9633495,0.08515525,0.9414422,0.9009615,0.9263791,0.06777933,0.02218471,0.4164618,0.635312,0.7754131,0.5797444,0.03841833,0.9178447,0.7917659,0.01649334,0.8962079,0.8524066,0.8126915,0.9249925,0.0629509,0.2984497,0.8792707,0.9885475,0.9414938,0.6929995,0.00734796,0.1449776,0.01591489,0.8713651,0.6161549,0.9355128,0.7697704,0.6106166,0.9679377,0.617239,0.9341997,0.9561534,0.7011984,0.8023058,0.6032786,0.06222944,0.03562072,0.2593547,0.002566473,0.7529725,0.8988073,0.8827283,0.7200379,0.07023693,0.9539029,0.7132584,0.6722462,0.008677686,0.7020339,0.9342877,0.9104606,0.9764531,0.02917614,0.008316142,0.02875054,0.9178884,0.44837,0.91397,0.02727868,0.947631,0.9718163,0.06717986,0.01932785,0.9402419,0.7952564,0.8909608,0.9235762,0.9440043,0.4991469,0.6579671,0.9414532,0.803561
"PD45",0.730277,0.9210002,0.7937454,0.1165403,0.9627917,0.9468806,0.9688274,0.9522322,0.05538374,0.03497441,0.8943705,0.004797918,0.7782692,0.4285851,0.6342181,0.01382179,0.7025548,0.6787999,0.2722979,0.762967,0.5967472,0.9698267,0.9693623,0.0694513,0.9270729,0.8597692,0.9361447,0.04036519,0.01072109,0.3489187,0.5213846,0.7719834,0.5208456,0.03455899,0.9298094,0.8214896,0.01910245,0.8869468,0.84616,0.8816709,0.8454377,0.07279168,0.2817178,0.8948637,0.9727772,0.9524162,0.6344729,0.01311944,0.1901241,0.01411874,0.9051413,0.5468016,0.9322987,0.6736945,0.6909291,0.9745752,0.6287513,0.8946188,0.9741643,0.6517721,0.766018,0.5937881,0.05625892,0.03705123,0.2461499,0.009558174,0.7127591,0.9413396,0.8871308,0.8091239,0.1460266,0.943843,0.6982172,0.4868657,0.01349779,0.6712354,0.906502,0.8982369,0.9287447,0.03110348,0.01666962,0.03304749,0.8991341,0.4279458,0.8873592,0.02986747,0.9229631,0.9619282,0.05020854,0.01468003,0.9464774,0.8524324,0.7759073,0.9203473,0.9133846,0.4772495,0.6289403,0.8749901,0.7982726
"CTRL12",0.5981359,0.9577051,0.842328,0.10517,0.9099759,0.9416868,0.9575013,0.9377793,0.03073059,0.0438193,0.9177788,0.01084661,0.7990176,0.4627967,0.716654,0.0207788,0.7475222,0.591167,0.2864853,0.8773273,0.5683169,0.9456739,0.929355,0.06936938,0.9538665,0.8582802,0.8980712,0.0430978,0.01852886,0.3041862,0.6320707,0.8657741,0.3824099,0.05533063,0.9268818,0.8469979,0.01891476,0.9438073,0.9274105,0.8856284,0.8298344,0.04628906,0.2676262,0.8583982,0.9762133,0.9160438,0.6802695,0.007387863,0.1614073,0.02469837,0.8859387,0.6141044,0.9349306,0.6654581,0.5822545,0.9697812,0.6553506,0.939266,0.9081127,0.7230696,0.8960975,0.5684675,0.03060155,0.02736475,0.1671416,0.01165082,0.7956927,0.9180301,0.8675795,0.8243068,0.1147285,0.955523,0.721659,0.5829292,0.01983907,0.5869565,0.9351882,0.9329188,0.8278538,0.02368062,0.01675458,0.03873295,0.9120825,0.3941134,0.8951523,0.02760149,0.9608238,0.9114318,0.1147488,0.02319961,0.935164,0.839741,0.8911565,0.9398624,0.9588075,0.3277392,0.6844023,0.9353884,0.8460133
"PD33",0.6214367,0.9145752,0.7716183,0.1028461,0.9492817,0.9142609,0.9633117,0.9400993,0.02471676,0.010522,0.9134009,0.00159042,0.7800956,0.43679,0.680564,0.02913664,0.6669339,0.6084833,0.2329842,0.8966117,0.5953926,0.9649413,0.9703952,0.03610334,0.9410534,0.8560124,0.8466687,0.03352147,0.01484145,0.2897907,0.5497499,0.8444113,0.3863817,0.04070906,0.9085763,0.8054773,0.007949363,0.9119549,0.8741039,0.8367303,0.8958537,0.07133448,0.2273198,0.824502,0.9704035,0.9440676,0.670548,0.007617307,0.08437878,0.02165544,0.8143111,0.6446771,0.9126771,0.7190931,0.5907334,0.9540632,0.625619,0.9413765,0.9481847,0.681283,0.849317,0.5930809,0.04405086,0.04909107,0.1442205,0.003256714,0.6903938,0.8891839,0.7966382,0.8134521,0.148788,0.9716331,0.5896807,0.6013116,0.009946628,0.6299653,0.9064203,0.8846071,0.9280103,0.01423798,0.0111646,0.0233766,0.8741098,0.3611497,0.8381706,0.03204625,0.8998718,0.9558802,0.08008955,0.01282585,0.9414299,0.7851954,0.8666667,0.9453008,0.9016746,0.2804832,0.7023762,0.9148244,0.8095
"PD51",0.7093506,0.9428961,0.8513411,0.05377583,0.9597121,0.9747874,0.9631063,0.9550833,0.02330733,0.01641938,0.9534118,0.007870788,0.7747872,0.3989031,0.6753638,0.01007467,0.7709062,0.6724399,0.175266,0.7917915,0.5221357,0.9736574,0.9775776,0.04630818,0.937103,0.8899169,0.9376331,0.0198959,0.007697432,0.2969003,0.5208092,0.7898122,0.681982,0.06245873,0.8998096,0.8551197,0.00469606,0.919706,0.907725,0.8465375,0.8971511,0.05309491,0.3333629,0.8648158,0.9761758,0.952851,0.7218496,0.00546381,0.1292308,0.0144706,0.8415627,0.623641,0.9488289,0.5980422,0.7104547,0.9744604,0.6283525,0.9323671,0.9370029,0.6345542,0.8324499,0.6287265,0.02381885,0.02104209,0.2378957,0.001436511,0.6702534,0.9589432,0.863498,0.8553867,0.0919326,0.9705805,0.7625813,0.4818244,0.01556218,0.6720729,0.9090509,0.9373305,0.9864789,0.02044539,0.009224632,0.01841717,0.9278176,0.3826874,0.8957336,0.02519395,0.9356028,0.955086,0.04840977,0.01009042,0.9383535,0.9211807,0.7486025,0.9459183,0.9621331,0.340088,0.6596548,0.9513935,0.9308689
"PD13",0.6102936,0.9591766,0.8696595,0.1229427,0.9530657,0.9196678,0.9643969,0.9660039,0.02071233,0.1093481,0.9699705,0.0143611,0.7568982,0.4990069,0.7421633,0.03433894,0.8232757,0.5734615,0.2815364,0.9000054,0.6833166,0.9672083,0.9494614,0.08540254,0.9492907,0.8840975,0.8797549,0.02570062,0.01528883,0.3556181,0.7120673,0.920569,0.4618762,0.03225806,0.886806,0.8653153,0.02093234,0.8714174,0.9262533,0.850225,0.9160668,0.0656473,0.25255,0.9062579,0.9548677,0.9347886,0.5870235,0.01389728,0.06030016,0.01995642,0.9280042,0.6741093,0.8898098,0.7193968,0.5051534,0.9845266,0.6478603,0.9455246,0.8621514,0.8298291,0.8646624,0.5930073,0.03111454,0.05928094,0.1828963,0.003021222,0.819022,0.9440272,0.8836879,0.8273927,0.1197384,0.9600872,0.6271333,0.588535,0.01032363,0.6851971,0.8947893,0.9611057,0.8653547,0.02375923,0.01136758,0.02942161,0.9427615,0.3963764,0.9589382,0.0325861,0.9571929,0.928084,0.1558836,0.01450831,0.9609122,0.8461877,0.8770106,0.9498343,0.9529822,0.3248171,0.6936443,0.9208962,0.8451414
